LANP_label,ENG_label,AgeGroup,ST_label,n
Pashto,Not at all,Adult,Louisiana/LA,15
Pashto,Not well,Adult,Pennsylvania/PA,15
Pashto,Very well,Adult,Iowa/IA,15
Pashto,Very well,Adult,New Hampshire/NH,15
Pashto,Well,Youth,Delaware/DE,15
Pashto,Well,Youth,Minnesota/MN,15
Pennsylvania German,Very well,Senior,Oregon/OR,15
Polish,Not at all,Senior,Arizona/AZ,15
Romanian,Not at all,Adult,Connecticut/CT,15
Romanian,Well,Senior,Minnesota/MN,15
Russian,Not well,Senior,Idaho/ID,15
Russian,Well,Senior,Idaho/ID,15
Samoan,Not at all,Adult,Washington/WA,15
Samoan,Very well,Youth,Colorado/CO,15
Samoan,Well,Senior,Illinois/IL,15
Serbian,Very well,Youth,Utah/UT,15
Serbocroatian,Not at all,Senior,Ohio/OH,15
Serbocroatian,Not well,Senior,Kentucky/KY,15
Serbocroatian,Very well,Youth,Arizona/AZ,15
Shona,Not well,Youth,Virginia/VA,15
Sinhala,Very well,Adult,New Hampshire/NH,15
Slovak,Well,Youth,Utah/UT,15
Somali,Not well,Adult,Vermont/VT,15
Somali,Very well,Senior,Missouri/MO,15
Somali,Well,Youth,Pennsylvania/PA,15
Swahili,Very well,Senior,Kentucky/KY,15
Swedish,Very well,Senior,Nebraska/NE,15
Swedish,Well,Adult,Washington/WA,15
Swiss German,Not well,Adult,Idaho/ID,15
Swiss German,Very well,Senior,Utah/UT,15
Swiss German,Very well,Youth,Hawaii/HI,15
Swiss German,Very well,Youth,Louisiana/LA,15
Tagalog,Not at all,Senior,Wisconsin/WI,15
Tagalog,Not well,Senior,Alabama/AL,15
Tagalog,Well,Senior,Iowa/IA,15
Tamil,Not at all,Senior,Oregon/OR,15
Tamil,Not well,Adult,Kentucky/KY,15
Telugu,Not at all,Senior,Pennsylvania/PA,15
Telugu,Not well,Youth,Arkansas/AR,15
Thai,Not well,Adult,District of Columbia/DC,15
Thai,Not well,Youth,Washington/WA,15
Thai,Very well,Senior,Wisconsin/WI,15
Thai,Very well,Youth,Mississippi/MS,15
Thai,Well,Senior,Oklahoma/OK,15
Thai,Well,Senior,South Dakota/SD,15
Thai,Well,Youth,Wisconsin/WI,15
Tigrinya,Not well,Adult,Maine/ME,15
Tigrinya,Not well,Adult,Oregon/OR,15
Tigrinya,Not well,Senior,Nevada/NV,15
Tongan,Very well,Adult,Arkansas/AR,15
Tongan,Very well,Youth,Michigan/MI,15
Turkish,Not at all,Adult,Georgia/GA,15
Turkish,Not well,Senior,West Virginia/WV,15
Turkish,Not well,Youth,Illinois/IL,15
Turkish,Well,Youth,Illinois/IL,15
Ukrainian,Not well,Senior,Delaware/DE,15
Ukrainian,Very well,Adult,Arkansas/AR,15
Ukrainian,Well,Adult,Wyoming/WY,15
Ukrainian,Well,Senior,Utah/UT,15
Ukrainian,Well,Youth,Tennessee/TN,15
Urdu,Not at all,Senior,Georgia/GA,15
Urdu,Very well,Senior,Kentucky/KY,15
Urdu,Well,Senior,Oregon/OR,15
Uto-Aztecan languages,Very well,Adult,Georgia/GA,15
Wolof,Not at all,Senior,Washington/WA,15
Yiddish,Not well,Adult,New Jersey/NJ,15
Yiddish,Very well,Senior,West Virginia/WV,15
Yiddish,Well,Adult,Ohio/OH,15
Yoruba,Not at all,Senior,Indiana/IN,15
Yoruba,Very well,Senior,Mississippi/MS,15
Yoruba,Very well,Youth,Wyoming/WY,15
Yoruba,Well,Senior,Missouri/MO,15
Yoruba,Well,Senior,South Carolina/SC,15
Afrikaans,Very well,Senior,Wyoming/WY,14
Afrikaans,Very well,Youth,Arkansas/AR,14
Afrikaans,Very well,Youth,South Carolina/SC,14
Afrikaans,Well,Adult,Kentucky/KY,14
Akan (incl. Twi),Not at all,Senior,Florida/FL,14
Akan (incl. Twi),Not well,Youth,Ohio/OH,14
Akan (incl. Twi),Very well,Senior,Nevada/NV,14
Albanian,Not at all,Adult,Utah/UT,14
Albanian,Not at all,Senior,Maryland/MD,14
Albanian,Not at all,Senior,Tennessee/TN,14
Albanian,Very well,Youth,Indiana/IN,14
Aleut languages,Very well,Adult,Florida/FL,14
Amharic,Not at all,Adult,Massachusetts/MA,14
Apache languages,Very well,Adult,Massachusetts/MA,14
Arabic,Not at all,Senior,Kentucky/KY,14
Arabic,Not at all,Senior,Minnesota/MN,14
Arabic,Not at all,Youth,Connecticut/CT,14
Arabic,Not at all,Youth,Pennsylvania/PA,14
Armenian,Not well,Adult,Virginia/VA,14
Armenian,Not well,Senior,Georgia/GA,14
Armenian,Not well,Youth,Illinois/IL,14
Assyrian Neo-Aramaic,Very well,Adult,New Hampshire/NH,14
Assyrian Neo-Aramaic,Very well,Senior,Indiana/IN,14
Assyrian Neo-Aramaic,Very well,Senior,New York/NY,14
Bengali,Not at all,Senior,Massachusetts/MA,14
Bengali,Not at all,Senior,North Carolina/NC,14
Bengali,Not well,Adult,Nevada/NV,14
Bosnian,Not well,Adult,Louisiana/LA,14
Bosnian,Well,Youth,North Carolina/NC,14
Bulgarian,Not at all,Senior,Idaho/ID,14
Burmese,Not at all,Senior,Missouri/MO,14
Cajun French,Very well,Adult,Florida/FL,14
Cajun French,Very well,Youth,Indiana/IN,14
Cantonese,Not at all,Adult,Rhode Island/RI,14
Cantonese,Not well,Senior,Louisiana/LA,14
Cantonese,Not well,Youth,Connecticut/CT,14
Cantonese,Well,Adult,Rhode Island/RI,14
Cantonese,Well,Youth,Florida/FL,14
Cebuano,Not well,Adult,Maryland/MD,14
Cebuano,Very well,Youth,North Carolina/NC,14
Cebuano,Well,Senior,New Jersey/NJ,14
Chaldean Neo-Aramaic,Well,Adult,North Carolina/NC,14
Chaldean Neo-Aramaic,Well,Senior,Texas/TX,14
Chamorro,Not well,Adult,New York/NY,14
Chamorro,Very well,Senior,New Mexico/NM,14
Cherokee,Not well,Senior,Missouri/MO,14
Cherokee,Very well,Adult,New York/NY,14
Chin languages,Well,Adult,Massachusetts/MA,14
Chin languages,Well,Youth,South Carolina/SC,14
Chin languages,Well,Youth,Washington/WA,14
Chinese,Not well,Senior,South Dakota/SD,14
Chinese,Very well,Senior,Vermont/VT,14
Croatian,Not well,Youth,North Carolina/NC,14
Croatian,Very well,Youth,Iowa/IA,14
Croatian,Well,Senior,Kentucky/KY,14
Croatian,Well,Youth,California/CA,14
Czech,Not well,Adult,Tennessee/TN,14
Czech,Very well,Adult,South Dakota/SD,14
Czech,Very well,Senior,Alabama/AL,14
Dakota languages,Very well,Senior,Illinois/IL,14
Danish,Not well,Senior,Iowa/IA,14
Danish,Very well,Youth,Kentucky/KY,14
Danish,Well,Adult,Georgia/GA,14
Danish,Well,Adult,Massachusetts/MA,14
Danish,Well,Senior,Ohio/OH,14
Dari,Not well,Adult,Kansas/KS,14
Dari,Not well,Adult,Nevada/NV,14
Dari,Not well,Senior,Indiana/IN,14
Dari,Very well,Senior,Massachusetts/MA,14
Dutch,Not at all,Adult,Ohio/OH,14
Dutch,Not well,Adult,Georgia/GA,14
Dutch,Well,Senior,Missouri/MO,14
Dutch,Well,Senior,New Mexico/NM,14
Edoid languages,Not well,Adult,New York/NY,14
Edoid languages,Very well,Adult,District of Columbia/DC,14
Edoid languages,Very well,Senior,Florida/FL,14
Farsi,Not well,Youth,Massachusetts/MA,14
Farsi,Well,Adult,Rhode Island/RI,14
Filipino,Not at all,Adult,Missouri/MO,14
Filipino,Not well,Youth,Arizona/AZ,14
Filipino,Well,Youth,Delaware/DE,14
Filipino,Well,Youth,Indiana/IN,14
Filipino,Well,Youth,Pennsylvania/PA,14
Finnish,Not well,Senior,California/CA,14
Ga,Very well,Adult,Kentucky/KY,14
Ga,Very well,Adult,Missouri/MO,14
Ganda,Very well,Adult,Maine/ME,14
Gbe languages,Very well,Youth,Delaware/DE,14
German,Not at all,Adult,Pennsylvania/PA,14
German,Not well,Adult,Vermont/VT,14
German,Not well,Youth,Arizona/AZ,14
Greek,Not at all,Adult,Massachusetts/MA,14
Greek,Well,Adult,New Mexico/NM,14
Greek,Well,Senior,Maine/ME,14
Gujarati,Very well,Senior,West Virginia/WV,14
Gujarati,Well,Youth,Nevada/NV,14
Haitian,Well,Senior,North Dakota/ND,14
Hawaiian,Not at all,Senior,Washington/WA,14
Hawaiian,Well,Adult,Nevada/NV,14
Hawaiian,Well,Adult,North Carolina/NC,14
Hawaiian,Well,Youth,Oklahoma/OK,14
Hebrew,Not well,Senior,Rhode Island/RI,14
Hindi,Not at all,Senior,Louisiana/LA,14
Hindi,Not at all,Youth,Virginia/VA,14
Hindi,Not well,Senior,Louisiana/LA,14
Hindi,Well,Youth,Delaware/DE,14
Hmong,Not at all,Adult,Oklahoma/OK,14
Hmong,Not at all,Adult,Oregon/OR,14
Hmong,Not well,Youth,Florida/FL,14
Hmong,Not well,Youth,Missouri/MO,14
Hmong,Well,Senior,Washington/WA,14
Hungarian,Not at all,Youth,Nevada/NV,14
Hungarian,Very well,Adult,District of Columbia/DC,14
Igbo,Not well,Youth,New Jersey/NJ,14
Igbo,Very well,Senior,Tennessee/TN,14
Ilocano,Very well,Adult,Kentucky/KY,14
India N.E.C.,Not at all,Senior,South Carolina/SC,14
India N.E.C.,Not well,Adult,Wisconsin/WI,14
Indonesian,Well,Adult,Alabama/AL,14
Indonesian,Well,Adult,Maine/ME,14
Indonesian,Well,Senior,Minnesota/MN,14
Irish,Not well,Adult,Oregon/OR,14
Irish,Very well,Youth,Georgia/GA,14
Irish,Very well,Youth,Missouri/MO,14
Italian,Not well,Youth,California/CA,14
Iu Mien,Not well,Youth,Oregon/OR,14
Iu Mien,Very well,Adult,Colorado/CO,14
Japanese,Not well,Adult,Idaho/ID,14
Japanese,Very well,Youth,Delaware/DE,14
Kabuverdianu,Very well,Senior,Texas/TX,14
Kabuverdianu,Very well,Youth,California/CA,14
Kannada,Not at all,Adult,Connecticut/CT,14
Kannada,Not well,Adult,Kentucky/KY,14
Kannada,Well,Adult,Ohio/OH,14
Karen languages,Very well,Senior,California/CA,14
Karen languages,Very well,Senior,Washington/WA,14
Keres,Not at all,Adult,New Mexico/NM,14
Khmer,Not at all,Adult,Oregon/OR,14
Khmer,Not at all,Senior,Oregon/OR,14
Khmer,Very well,Adult,Delaware/DE,14
Khmer,Very well,Senior,Colorado/CO,14
Khmer,Well,Youth,Delaware/DE,14
Konkani,Not well,Senior,Texas/TX,14
Konkani,Very well,Adult,New Mexico/NM,14
Konkani,Very well,Adult,Rhode Island/RI,14
Konkani,Well,Senior,Maryland/MD,14
Korean,Not at all,Senior,Kentucky/KY,14
Korean,Well,Senior,District of Columbia/DC,14
Korean,Well,Youth,Vermont/VT,14
Lao,Not at all,Adult,Kansas/KS,14
Lao,Not at all,Adult,Missouri/MO,14
Lao,Not at all,Senior,Washington/WA,14
Lao,Not well,Adult,Mississippi/MS,14
Lao,Not well,Senior,New Jersey/NJ,14
Lao,Well,Senior,Indiana/IN,14
Latvian,Well,Senior,Oregon/OR,14
Lithuanian,Not at all,Adult,Illinois/IL,14
Lithuanian,Very well,Adult,Alaska/AK,14
Lithuanian,Well,Youth,Michigan/MI,14
Macedonian,Not well,Senior,Illinois/IL,14
Macedonian,Not well,Senior,Virginia/VA,14
Malay,Not well,Senior,Ohio/OH,14
Malayalam,Not well,Senior,Michigan/MI,14
Malayalam,Not well,Youth,Virginia/VA,14
Malayalam,Well,Youth,Louisiana/LA,14
Mandarin,Not at all,Youth,Florida/FL,14
Mandarin,Not well,Youth,Kentucky/KY,14
Mandarin,Very well,Senior,New Mexico/NM,14
Manding languages,Well,Youth,Georgia/GA,14
Marathi,Not at all,Senior,New Jersey/NJ,14
Marshallese,Well,Youth,Tennessee/TN,14
Mongolian,Very well,Adult,Alabama/AL,14
Mongolian,Well,Adult,South Carolina/SC,14
Mongolian,Well,Senior,Indiana/IN,14
Mongolian,Well,Youth,New York/NY,14
Muskogean languages,Well,Adult,Oregon/OR,14
Navajo,Not well,Adult,Florida/FL,14
Nepali,Not at all,Senior,Washington/WA,14
Nepali,Very well,Youth,Delaware/DE,14
Norwegian,Well,Youth,North Dakota/ND,14
Ojibwa,Very well,Senior,Florida/FL,14
Ojibwa,Well,Youth,Georgia/GA,14
Oromo,Not well,Adult,Arizona/AZ,14
Oromo,Very well,Adult,Nevada/NV,14
Oromo,Very well,Youth,Pennsylvania/PA,14
Oromo,Well,Adult,Pennsylvania/PA,14
Other Afro-Asiatic languages,Very well,Senior,Florida/FL,14
Other Afro-Asiatic languages,Well,Youth,New Hampshire/NH,14
Other and unspecified languages,Very well,Senior,Wyoming/WY,14
Other and unspecified languages,Very well,Youth,Utah/UT,14
Other and unspecified languages,Well,Adult,Kansas/KS,14
Other and unspecified languages,Well,Senior,New Mexico/NM,14
Other and unspecified languages,Well,Senior,Tennessee/TN,14
Other Bantu languages,Well,Senior,Colorado/CO,14
Other Eastern Malayo-Polynesian languages,Well,Adult,Arizona/AZ,14
Other English-based Creole languages,Not at all,Adult,Connecticut/CT,14
Other English-based Creole languages,Not well,Senior,California/CA,14
Other English-based Creole languages,Well,Adult,Nevada/NV,14
Other Indo-European languages,Not at all,Senior,New York/NY,14
Other Indo-European languages,Not well,Senior,Missouri/MO,14
Other Indo-European languages,Very well,Senior,North Dakota/ND,14
Other Indo-European languages,Very well,Youth,West Virginia/WV,14
Other Indo-European languages,Well,Senior,Nevada/NV,14
Other Indo-Iranian languages,Very well,Senior,Kentucky/KY,14
Other Indo-Iranian languages,Very well,Senior,Massachusetts/MA,14
Other Indo-Iranian languages,Well,Senior,Pennsylvania/PA,14
Other languages of Africa,Not at all,Adult,Georgia/GA,14
Other languages of Africa,Not well,Adult,Florida/FL,14
Other languages of Africa,Very well,Senior,West Virginia/WV,14
Other languages of Africa,Very well,Youth,Maryland/MD,14
Other languages of Asia,Not at all,Senior,Massachusetts/MA,14
Other languages of Asia,Not well,Adult,Nevada/NV,14
Other languages of Asia,Well,Senior,Massachusetts/MA,14
Other languages of Asia,Well,Youth,Florida/FL,14
Other Native North American languages,Not at all,Senior,Texas/TX,14
Other Native North American languages,Not well,Adult,Massachusetts/MA,14
Other Native North American languages,Not well,Senior,New York/NY,14
Other Philippine languages,Very well,Adult,Delaware/DE,14
Other Philippine languages,Very well,Adult,South Carolina/SC,14
Other Philippine languages,Very well,Senior,Arizona/AZ,14
Other Philippine languages,Very well,Senior,Tennessee/TN,14
Other Philippine languages,Very well,Youth,Oregon/OR,14
Other Philippine languages,Well,Adult,Ohio/OH,14
Pashto,Not at all,Senior,New Jersey/NJ,14
Pashto,Not well,Adult,Delaware/DE,14
Pennsylvania German,Not well,Adult,Kentucky/KY,14
Pennsylvania German,Very well,Senior,Mississippi/MS,14
Polish,Not well,Adult,Utah/UT,14
Polish,Very well,Youth,Nevada/NV,14
Portuguese,Not at all,Senior,Maryland/MD,14
Portuguese,Well,Youth,Colorado/CO,14
Punjabi,Not well,Adult,New Hampshire/NH,14
Punjabi,Not well,Adult,Rhode Island/RI,14
Punjabi,Not well,Youth,Nevada/NV,14
Punjabi,Not well,Youth,South Carolina/SC,14
Punjabi,Very well,Adult,Iowa/IA,14
Punjabi,Very well,Senior,North Dakota/ND,14
Romanian,Not well,Senior,Delaware/DE,14
Romanian,Not well,Youth,New Jersey/NJ,14
Samoan,Very well,Senior,Louisiana/LA,14
Samoan,Well,Adult,Virginia/VA,14
Samoan,Well,Senior,North Carolina/NC,14
Serbian,Not at all,Senior,Texas/TX,14
Serbian,Very well,Adult,Montana/MT,14
Serbian,Well,Senior,Virginia/VA,14
Serbocroatian,Not at all,Adult,New Jersey/NJ,14
Serbocroatian,Not well,Adult,Tennessee/TN,14
Serbocroatian,Very well,Adult,Kansas/KS,14
Serbocroatian,Well,Adult,North Carolina/NC,14
Serbocroatian,Well,Adult,Oklahoma/OK,14
Shona,Very well,Adult,Iowa/IA,14
Sinhala,Not well,Youth,Connecticut/CT,14
Sinhala,Well,Adult,Rhode Island/RI,14
Slovak,Not well,Senior,Georgia/GA,14
Slovak,Very well,Youth,Wisconsin/WI,14
Slovak,Well,Adult,Arizona/AZ,14
Somali,Well,Senior,Illinois/IL,14
Swahili,Not at all,Senior,Indiana/IN,14
Swahili,Not well,Senior,Texas/TX,14
Swahili,Well,Senior,Michigan/MI,14
Swahili,Well,Senior,Missouri/MO,14
Swahili,Well,Senior,New Hampshire/NH,14
Swahili,Well,Senior,New York/NY,14
Swedish,Very well,Adult,New Mexico/NM,14
Swedish,Very well,Youth,Vermont/VT,14
Swedish,Well,Adult,Louisiana/LA,14
Swedish,Well,Youth,New York/NY,14
Swiss German,Not well,Youth,Pennsylvania/PA,14
Swiss German,Very well,Senior,Georgia/GA,14
Swiss German,Well,Senior,Colorado/CO,14
Swiss German,Well,Senior,New York/NY,14
Tagalog,Not at all,Youth,Florida/FL,14
Tagalog,Not well,Adult,Nebraska/NE,14
Tagalog,Not well,Senior,Delaware/DE,14
Tagalog,Not well,Youth,Hawaii/HI,14
Tamil,Not at all,Youth,Georgia/GA,14
Tamil,Not at all,Youth,Virginia/VA,14
Tamil,Well,Adult,Louisiana/LA,14
Thai,Not well,Senior,Michigan/MI,14
Thai,Very well,Senior,Rhode Island/RI,14
Tibetan,Not well,Senior,Virginia/VA,14
Tigrinya,Not well,Senior,Maryland/MD,14
Tigrinya,Well,Senior,Arizona/AZ,14
Turkish,Not well,Senior,Arizona/AZ,14
Ukrainian,Not well,Senior,Alaska/AK,14
Ukrainian,Not well,Youth,Connecticut/CT,14
Uto-Aztecan languages,Well,Youth,Nevada/NV,14
Vietnamese,Not at all,Senior,West Virginia/WV,14
Vietnamese,Well,Adult,Montana/MT,14
Vietnamese,Well,Youth,District of Columbia/DC,14
Wolof,Not well,Adult,Kentucky/KY,14
Wolof,Very well,Senior,Kentucky/KY,14
Wolof,Well,Youth,Michigan/MI,14
Wolof,Well,Youth,North Carolina/NC,14
Yiddish,Very well,Adult,Alabama/AL,14
Yiddish,Well,Adult,Georgia/GA,14
Yiddish,Well,Youth,Arizona/AZ,14
Yoruba,Very well,Youth,Arkansas/AR,14
Yoruba,Well,Adult,District of Columbia/DC,14
Yoruba,Well,Adult,Nevada/NV,14
Yoruba,Well,Youth,Ohio/OH,14
Afrikaans,Very well,Senior,South Dakota/SD,13
Afrikaans,Well,Adult,Nebraska/NE,13
Afrikaans,Well,Youth,California/CA,13
Akan (incl. Twi),Not well,Adult,Connecticut/CT,13
Akan (incl. Twi),Not well,Senior,California/CA,13
Albanian,Not at all,Adult,California/CA,13
Albanian,Not well,Adult,Utah/UT,13
Albanian,Not well,Youth,Georgia/GA,13
Albanian,Not well,Youth,North Carolina/NC,13
Albanian,Very well,Senior,New Hampshire/NH,13
Albanian,Well,Adult,Colorado/CO,13
Albanian,Well,Senior,Washington/WA,13
Amharic,Not well,Youth,Michigan/MI,13
Amharic,Very well,Adult,Hawaii/HI,13
Amharic,Very well,Youth,Delaware/DE,13
Amharic,Well,Senior,Oregon/OR,13
Amharic,Well,Youth,South Dakota/SD,13
Arabic,Not at all,Youth,Arizona/AZ,13
Arabic,Well,Senior,Mississippi/MS,13
Arabic,Well,Youth,Hawaii/HI,13
Armenian,Not well,Youth,Arizona/AZ,13
Armenian,Well,Youth,New Jersey/NJ,13
Assyrian Neo-Aramaic,Not well,Adult,Missouri/MO,13
Bengali,Not well,Senior,District of Columbia/DC,13
Bosnian,Not at all,Senior,Massachusetts/MA,13
Bosnian,Not well,Adult,South Carolina/SC,13
Bosnian,Well,Senior,North Carolina/NC,13
Bulgarian,Not at all,Adult,New York/NY,13
Bulgarian,Well,Adult,Arkansas/AR,13
Bulgarian,Well,Senior,Tennessee/TN,13
Burmese,Well,Senior,Iowa/IA,13
Cajun French,Very well,Senior,Idaho/ID,13
Cajun French,Well,Adult,Mississippi/MS,13
Cantonese,Not at all,Adult,Minnesota/MN,13
Cantonese,Not well,Adult,Alabama/AL,13
Cantonese,Not well,Youth,Colorado/CO,13
Cantonese,Very well,Youth,Mississippi/MS,13
Cebuano,Not at all,Senior,Hawaii/HI,13
Cebuano,Not at all,Senior,Nevada/NV,13
Cebuano,Well,Youth,South Carolina/SC,13
Cebuano,Well,Youth,Washington/WA,13
Chamorro,Not well,Adult,Massachusetts/MA,13
Chamorro,Not well,Adult,Nebraska/NE,13
Chamorro,Very well,Adult,Indiana/IN,13
Chamorro,Very well,Senior,District of Columbia/DC,13
Chamorro,Very well,Senior,Nebraska/NE,13
Cherokee,Not well,Senior,North Carolina/NC,13
Cherokee,Well,Senior,Kansas/KS,13
Cherokee,Well,Youth,Oklahoma/OK,13
Chinese,Very well,Youth,South Dakota/SD,13
Croatian,Not well,Senior,Utah/UT,13
Croatian,Very well,Senior,Missouri/MO,13
Croatian,Well,Adult,Delaware/DE,13
Czech,Not at all,Senior,Georgia/GA,13
Czech,Not well,Adult,Colorado/CO,13
Czech,Well,Adult,Tennessee/TN,13
Dakota languages,Very well,Adult,South Carolina/SC,13
Dakota languages,Well,Adult,Pennsylvania/PA,13
Danish,Not well,Youth,California/CA,13
Danish,Not well,Youth,Massachusetts/MA,13
Danish,Well,Adult,New York/NY,13
Danish,Well,Senior,Maryland/MD,13
Danish,Well,Senior,New York/NY,13
Danish,Well,Youth,New York/NY,13
Dari,Very well,Senior,Arizona/AZ,13
Dutch,Not at all,Youth,Tennessee/TN,13
Dutch,Not well,Youth,Tennessee/TN,13
Farsi,Not at all,Adult,Colorado/CO,13
Farsi,Not at all,Adult,Oregon/OR,13
Farsi,Not well,Adult,Connecticut/CT,13
Farsi,Not well,Senior,Missouri/MO,13
Farsi,Not well,Youth,Maryland/MD,13
Filipino,Not at all,Senior,Illinois/IL,13
Filipino,Not well,Youth,Delaware/DE,13
Filipino,Not well,Youth,Nevada/NV,13
Filipino,Not well,Youth,New Jersey/NJ,13
Filipino,Very well,Senior,District of Columbia/DC,13
Finnish,Not well,Senior,Arkansas/AR,13
Finnish,Very well,Youth,Oregon/OR,13
Finnish,Well,Adult,Iowa/IA,13
Finnish,Well,Youth,Florida/FL,13
French,Not well,Youth,Wisconsin/WI,13
French,Well,Youth,West Virginia/WV,13
Fulah,Well,Adult,Michigan/MI,13
Ga,Very well,Adult,Arkansas/AR,13
Ganda,Not well,Senior,Texas/TX,13
Ganda,Very well,Adult,Iowa/IA,13
Ganda,Very well,Adult,South Carolina/SC,13
Ganda,Very well,Senior,Wisconsin/WI,13
Ganda,Very well,Youth,Georgia/GA,13
Ganda,Well,Adult,Georgia/GA,13
Ganda,Well,Adult,New York/NY,13
Gbe languages,Not at all,Adult,Rhode Island/RI,13
Gbe languages,Not well,Adult,Minnesota/MN,13
Gbe languages,Very well,Youth,Connecticut/CT,13
German,Not well,Adult,District of Columbia/DC,13
German,Not well,Senior,West Virginia/WV,13
German,Not well,Senior,Wyoming/WY,13
Greek,Not well,Youth,Washington/WA,13
Greek,Very well,Youth,Wisconsin/WI,13
Gujarati,Not at all,Senior,Oregon/OR,13
Gujarati,Not well,Adult,New Mexico/NM,13
Gujarati,Not well,Senior,Rhode Island/RI,13
Gujarati,Very well,Youth,Wyoming/WY,13
Gujarati,Well,Youth,District of Columbia/DC,13
Hawaiian,Not well,Adult,Washington/WA,13
Hebrew,Not well,Senior,Georgia/GA,13
Hindi,Not well,Adult,Utah/UT,13
Hindi,Not well,Senior,Alabama/AL,13
Hindi,Well,Senior,South Carolina/SC,13
Hmong,Well,Adult,Connecticut/CT,13
Hmong,Well,Adult,Maryland/MD,13
Hungarian,Not well,Youth,California/CA,13
Igbo,Not well,Adult,Michigan/MI,13
Igbo,Not well,Adult,West Virginia/WV,13
Igbo,Very well,Senior,Alabama/AL,13
Igbo,Well,Adult,Alabama/AL,13
Igbo,Well,Senior,Delaware/DE,13
Ilocano,Not at all,Adult,New Jersey/NJ,13
Ilocano,Not well,Senior,Virginia/VA,13
Ilocano,Very well,Senior,New York/NY,13
Ilocano,Very well,Youth,Georgia/GA,13
India N.E.C.,Not well,Adult,North Carolina/NC,13
India N.E.C.,Not well,Senior,California/CA,13
India N.E.C.,Very well,Youth,Missouri/MO,13
Indonesian,Not well,Adult,West Virginia/WV,13
Indonesian,Not well,Senior,Connecticut/CT,13
Indonesian,Very well,Youth,Minnesota/MN,13
Indonesian,Well,Youth,Michigan/MI,13
Irish,Very well,Senior,North Carolina/NC,13
Irish,Well,Adult,Florida/FL,13
Irish,Well,Adult,New Jersey/NJ,13
Irish,Well,Youth,Massachusetts/MA,13
Italian,Not well,Senior,Maine/ME,13
Italian,Well,Senior,Hawaii/HI,13
Iu Mien,Very well,Adult,Iowa/IA,13
Japanese,Not at all,Adult,Alabama/AL,13
Japanese,Not at all,Youth,Alabama/AL,13
Japanese,Not well,Adult,Arkansas/AR,13
Kabuverdianu,Very well,Adult,Kentucky/KY,13
Kannada,Not at all,Adult,Washington/WA,13
Kannada,Very well,Youth,Nevada/NV,13
