LANP_label,ENG_label,AgeGroup,ST_label,n
Portuguese,Very well,Adult,Rhode Island/RI,12623
Spanish,Not at all,Adult,Oklahoma/OK,12615
Malayalam,Very well,Adult,California/CA,12589
Italian,Very well,Senior,Florida/FL,12463
Turkish,Very well,Adult,New York/NY,12424
Vietnamese,Well,Youth,California/CA,12415
Spanish,Not at all,Youth,California/CA,12367
Telugu,Very well,Adult,North Carolina/NC,12342
Japanese,Very well,Adult,Hawaii/HI,12322
Polish,Very well,Adult,Connecticut/CT,12321
Spanish,Not at all,Senior,Massachusetts/MA,12300
German,Very well,Adult,Colorado/CO,12299
Chinese,Very well,Adult,Ohio/OH,12264
Gujarati,Well,Adult,New Jersey/NJ,12255
Filipino,Very well,Adult,Illinois/IL,12229
Hmong,Well,Adult,Minnesota/MN,12216
Romanian,Very well,Adult,California/CA,12199
Farsi,Very well,Adult,Virginia/VA,12162
Bengali,Very well,Adult,New Jersey/NJ,12133
Filipino,Very well,Adult,Florida/FL,12108
Arabic,Well,Adult,New Jersey/NJ,12100
Spanish,Not well,Youth,North Carolina/NC,12054
Arabic,Very well,Youth,Illinois/IL,12034
Japanese,Very well,Adult,Washington/WA,11986
Chinese,Very well,Youth,Texas/TX,11984
Chinese,Very well,Adult,North Carolina/NC,11942
Mandarin,Well,Senior,California/CA,11773
Portuguese,Not well,Adult,New Jersey/NJ,11707
Portuguese,Very well,Youth,New Jersey/NJ,11680
French,Very well,Adult,Michigan/MI,11670
Chinese,Well,Senior,New York/NY,11661
Somali,Well,Adult,Minnesota/MN,11639
Hebrew,Very well,Adult,Florida/FL,11602
Farsi,Very well,Adult,New York/NY,11592
Farsi,Not well,Senior,California/CA,11582
Russian,Not well,Adult,California/CA,11573
German,Very well,Adult,North Carolina/NC,11545
Min Nan Chinese,Very well,Adult,California/CA,11544
Korean,Not well,Adult,New Jersey/NJ,11532
Urdu,Very well,Youth,New York/NY,11526
Hindi,Very well,Adult,Maryland/MD,11518
French,Very well,Senior,Massachusetts/MA,11505
Polish,Very well,Adult,California/CA,11498
Haitian,Well,Adult,New Jersey/NJ,11451
Korean,Very well,Senior,California/CA,11451
Urdu,Very well,Youth,Texas/TX,11428
Nepali,Very well,Adult,Texas/TX,11399
Japanese,Well,Senior,California/CA,11392
Greek,Very well,Adult,California/CA,11312
Arabic,Well,Adult,Illinois/IL,11289
Vietnamese,Well,Adult,Georgia/GA,11258
Spanish,Not well,Senior,Connecticut/CT,11255
Arabic,Very well,Youth,Virginia/VA,11226
Gujarati,Very well,Adult,Florida/FL,11197
Polish,Very well,Adult,Florida/FL,11178
Hebrew,Very well,Youth,New York/NY,11174
Spanish,Very well,Senior,Connecticut/CT,11174
Urdu,Very well,Adult,Maryland/MD,11161
Spanish,Well,Adult,Mississippi/MS,11136
Hebrew,Very well,Adult,New Jersey/NJ,11075
Spanish,Not well,Youth,Arizona/AZ,11061
Portuguese,Well,Adult,California/CA,11043
Haitian,Very well,Youth,Massachusetts/MA,11041
Farsi,Not well,Adult,California/CA,11040
Russian,Very well,Adult,Oregon/OR,11036
Filipino,Well,Senior,California/CA,10990
Russian,Well,Adult,Washington/WA,10979
Italian,Not well,Senior,New York/NY,10974
Spanish,Not well,Senior,Pennsylvania/PA,10970
Gujarati,Very well,Adult,New York/NY,10961
Spanish,Not at all,Adult,Kansas/KS,10954
Arabic,Well,Adult,Florida/FL,10945
Spanish,Very well,Youth,Mississippi/MS,10944
Korean,Well,Adult,Virginia/VA,10943
Tagalog,Very well,Adult,Arizona/AZ,10915
Vietnamese,Very well,Senior,California/CA,10906
Hindi,Very well,Senior,California/CA,10884
Arabic,Very well,Adult,Tennessee/TN,10838
Turkish,Very well,Adult,California/CA,10801
Mandarin,Not at all,Adult,California/CA,10780
Italian,Very well,Adult,Connecticut/CT,10769
Yoruba,Very well,Adult,New York/NY,10768
Spanish,Well,Adult,Delaware/DE,10739
Vietnamese,Not well,Adult,Florida/FL,10720
Chaldean Neo-Aramaic,Very well,Adult,Michigan/MI,10707
Romanian,Very well,Adult,Illinois/IL,10657
Russian,Very well,Adult,Maryland/MD,10630
Italian,Very well,Senior,California/CA,10628
Spanish,Well,Youth,Oregon/OR,10627
Russian,Well,Adult,Florida/FL,10620
Korean,Well,Adult,Washington/WA,10616
Telugu,Very well,Youth,California/CA,10613
Greek,Very well,Adult,Massachusetts/MA,10597
Jamaican Creole English,Very well,Adult,Florida/FL,10578
Hindi,Well,Adult,Texas/TX,10571
Amharic,Very well,Adult,Texas/TX,10561
Arabic,Very well,Youth,Florida/FL,10556
German,Very well,Adult,Massachusetts/MA,10543
Vietnamese,Well,Adult,Virginia/VA,10539
Telugu,Very well,Adult,Pennsylvania/PA,10526
Arabic,Very well,Adult,Georgia/GA,10511
Polish,Well,Adult,New Jersey/NJ,10508
Thai,Well,Adult,California/CA,10507
Mandarin,Not at all,Senior,California/CA,10473
Spanish,Not at all,Adult,South Carolina/SC,10473
Dutch,Very well,Adult,California/CA,10437
Portuguese,Very well,Adult,Georgia/GA,10414
Romanian,Very well,Adult,New York/NY,10394
Haitian,Not well,Adult,New York/NY,10377
Russian,Not well,Senior,California/CA,10377
Vietnamese,Not well,Adult,Georgia/GA,10344
Pennsylvania German,Very well,Adult,Indiana/IN,10340
Tagalog,Well,Adult,Nevada/NV,10340
Samoan,Very well,Adult,California/CA,10321
Spanish,Not well,Youth,Washington/WA,10306
French,Very well,Adult,Colorado/CO,10292
Urdu,Well,Adult,Texas/TX,10270
Arabic,Very well,Adult,Maryland/MD,10261
Telugu,Very well,Adult,Michigan/MI,10261
Vietnamese,Not well,Adult,Washington/WA,10259
Spanish,Not well,Senior,Nevada/NV,10253
Hindi,Very well,Adult,Arizona/AZ,10226
Chinese,Not well,Adult,Texas/TX,10223
Spanish,Well,Senior,Pennsylvania/PA,10208
Telugu,Very well,Adult,Washington/WA,10196
Korean,Very well,Adult,Pennsylvania/PA,10173
Arabic,Very well,Senior,California/CA,10168
Spanish,Well,Senior,Massachusetts/MA,10167
Telugu,Very well,Adult,Ohio/OH,10162
Spanish,Not at all,Senior,Pennsylvania/PA,10131
Spanish,Not well,Youth,Georgia/GA,10113
French,Very well,Adult,Connecticut/CT,10056
Spanish,Not at all,Adult,Arkansas/AR,10056
Amharic,Very well,Adult,California/CA,10039
Spanish,Well,Youth,Indiana/IN,10032
Hindi,Very well,Youth,New Jersey/NJ,9997
Russian,Not at all,Senior,New York/NY,9905
Hmong,Very well,Youth,California/CA,9866
Russian,Very well,Adult,Virginia/VA,9841
Tagalog,Very well,Senior,Nevada/NV,9823
Gujarati,Very well,Adult,Georgia/GA,9761
Polish,Very well,Youth,New York/NY,9746
Haitian,Very well,Senior,New York/NY,9724
Other Native North American languages,Very well,Adult,New Mexico/NM,9723
Spanish,Very well,Adult,Wyoming/WY,9723
Armenian,Well,Senior,California/CA,9715
Korean,Well,Adult,Georgia/GA,9693
Haitian,Not at all,Adult,Florida/FL,9692
Tamil,Very well,Adult,Georgia/GA,9678
Albanian,Very well,Adult,Michigan/MI,9677
Spanish,Very well,Senior,Indiana/IN,9666
Hindi,Very well,Youth,Texas/TX,9654
Cantonese,Not at all,Adult,New York/NY,9652
Arabic,Very well,Adult,Arizona/AZ,9628
Mandarin,Very well,Senior,California/CA,9621
Chinese,Well,Adult,Maryland/MD,9583
Hmong,Very well,Youth,Minnesota/MN,9565
Portuguese,Not at all,Adult,Massachusetts/MA,9558
Greek,Very well,Adult,Florida/FL,9544
French,Well,Adult,Maryland/MD,9488
Spanish,Very well,Senior,Oregon/OR,9478
Akan (incl. Twi),Very well,Adult,Virginia/VA,9476
Albanian,Well,Adult,New York/NY,9459
Cantonese,Well,Senior,California/CA,9439
Italian,Well,Adult,New York/NY,9415
Urdu,Very well,Adult,Florida/FL,9403
Gujarati,Very well,Adult,Pennsylvania/PA,9397
Tamil,Very well,Adult,Illinois/IL,9394
Polish,Very well,Senior,Illinois/IL,9372
Mandarin,Very well,Youth,New York/NY,9368
Arabic,Well,Adult,Virginia/VA,9366
Korean,Not at all,Senior,California/CA,9340
Telugu,Very well,Youth,Texas/TX,9326
Russian,Very well,Youth,Washington/WA,9313
Vietnamese,Well,Adult,Massachusetts/MA,9302
Khmer,Not well,Adult,California/CA,9297
Arabic,Not well,Adult,New York/NY,9263
Spanish,Well,Senior,Colorado/CO,9256
Japanese,Very well,Adult,Texas/TX,9213
Vietnamese,Very well,Adult,Pennsylvania/PA,9209
Cantonese,Very well,Senior,California/CA,9182
Polish,Not well,Senior,Illinois/IL,9180
Japanese,Not well,Adult,California/CA,9172
Arabic,Well,Adult,Ohio/OH,9163
Chinese,Not well,Adult,Pennsylvania/PA,9161
Punjabi,Very well,Adult,Washington/WA,9157
Navajo,Very well,Youth,Arizona/AZ,9156
Spanish,Not well,Youth,Virginia/VA,9153
Spanish,Not at all,Adult,Ohio/OH,9098
Greek,Very well,Adult,New Jersey/NJ,9089
Chinese,Well,Adult,Virginia/VA,9037
Chinese,Not well,Adult,Massachusetts/MA,9018
Khmer,Very well,Adult,Massachusetts/MA,9003
Ukrainian,Very well,Adult,Washington/WA,8996
French,Well,Adult,Texas/TX,8993
Tagalog,Well,Adult,Hawaii/HI,8965
Serbian,Very well,Adult,Illinois/IL,8950
Chinese,Well,Adult,Georgia/GA,8932
French,Very well,Adult,Minnesota/MN,8928
French,Very well,Youth,Texas/TX,8926
Spanish,Very well,Adult,West Virginia/WV,8886
Tagalog,Very well,Senior,Illinois/IL,8886
Vietnamese,Very well,Adult,Louisiana/LA,8857
German,Very well,Adult,New Jersey/NJ,8818
German,Very well,Adult,Arizona/AZ,8775
Spanish,Not at all,Adult,Michigan/MI,8772
Uto-Aztecan languages,Very well,Adult,Arizona/AZ,8757
Chinese,Very well,Senior,New York/NY,8753
Armenian,Not at all,Senior,California/CA,8750
Korean,Very well,Adult,Massachusetts/MA,8746
French,Well,Adult,Florida/FL,8715
Navajo,Well,Adult,Arizona/AZ,8699
Ukrainian,Very well,Adult,California/CA,8699
Spanish,Not well,Adult,Mississippi/MS,8687
Yoruba,Very well,Adult,Georgia/GA,8687
Spanish,Not at all,Adult,Wisconsin/WI,8681
French,Very well,Adult,Arizona/AZ,8668
Haitian,Very well,Adult,Pennsylvania/PA,8667
Chinese,Very well,Adult,Connecticut/CT,8657
Russian,Well,Senior,California/CA,8649
Portuguese,Very well,Adult,Utah/UT,8647
Polish,Well,Senior,Illinois/IL,8596
Pennsylvania German,Very well,Youth,Ohio/OH,8588
Korean,Well,Adult,Illinois/IL,8582
German,Very well,Youth,California/CA,8572
Portuguese,Very well,Youth,California/CA,8560
Chinese,Well,Adult,Michigan/MI,8513
Spanish,Very well,Youth,District of Columbia/DC,8510
Mandarin,Very well,Adult,Illinois/IL,8504
Spanish,Well,Youth,New Mexico/NM,8502
Spanish,Very well,Senior,Utah/UT,8500
Spanish,Well,Senior,Georgia/GA,8489
Telugu,Very well,Adult,Florida/FL,8489
Jamaican Creole English,Very well,Adult,New York/NY,8481
Arabic,Very well,Adult,Minnesota/MN,8450
Arabic,Very well,Adult,Washington/WA,8436
Tagalog,Well,Adult,Washington/WA,8434
Bengali,Very well,Adult,Virginia/VA,8419
Spanish,Very well,Adult,North Dakota/ND,8410
Spanish,Well,Adult,District of Columbia/DC,8407
Akan (incl. Twi),Very well,Adult,Maryland/MD,8404
Cantonese,Not at all,Senior,New York/NY,8395
Russian,Very well,Senior,California/CA,8349
Cantonese,Very well,Adult,Massachusetts/MA,8337
Japanese,Well,Adult,New York/NY,8325
German,Very well,Adult,Maryland/MD,8323
Spanish,Not well,Youth,Pennsylvania/PA,8305
Tagalog,Well,Adult,Illinois/IL,8303
French,Well,Adult,California/CA,8300
Vietnamese,Very well,Adult,Minnesota/MN,8266
Russian,Very well,Senior,New York/NY,8260
Spanish,Well,Senior,Nevada/NV,8260
Portuguese,Well,Adult,New York/NY,8230
Urdu,Very well,Adult,Michigan/MI,8224
Armenian,Very well,Senior,California/CA,8222
Greek,Very well,Senior,New York/NY,8206
German,Very well,Adult,Minnesota/MN,8200
Russian,Well,Adult,Pennsylvania/PA,8187
Urdu,Very well,Adult,Georgia/GA,8185
Tamil,Very well,Youth,California/CA,8178
Vietnamese,Well,Senior,Texas/TX,8178
German,Very well,Senior,Illinois/IL,8162
Spanish,Not well,Senior,Virginia/VA,8155
Filipino,Very well,Adult,Hawaii/HI,8124
German,Very well,Adult,Oregon/OR,8124
Spanish,Well,Youth,Connecticut/CT,8096
Spanish,Not at all,Adult,Utah/UT,8092
Portuguese,Very well,Senior,Massachusetts/MA,8067
Punjabi,Very well,Adult,New Jersey/NJ,8064
Spanish,Well,Senior,Connecticut/CT,8046
Urdu,Very well,Youth,Illinois/IL,8044
Amharic,Very well,Adult,Georgia/GA,8038
Bulgarian,Very well,Adult,Illinois/IL,8035
Chinese,Very well,Youth,New Jersey/NJ,7991
Swedish,Very well,Adult,California/CA,7990
Russian,Very well,Adult,Georgia/GA,7976
Turkish,Very well,Adult,New Jersey/NJ,7968
German,Very well,Adult,Missouri/MO,7966
Vietnamese,Very well,Adult,Oregon/OR,7960
Spanish,Not well,Youth,Maryland/MD,7959
Spanish,Not well,Youth,Massachusetts/MA,7920
Spanish,Well,Senior,Virginia/VA,7904
Ukrainian,Very well,Adult,New York/NY,7895
Tamil,Very well,Adult,Massachusetts/MA,7888
Haitian,Well,Senior,New York/NY,7886
Spanish,Not at all,Adult,Rhode Island/RI,7886
Chinese,Well,Adult,Ohio/OH,7877
Spanish,Well,Youth,Ohio/OH,7875
Spanish,Well,Youth,Wisconsin/WI,7875
Tagalog,Very well,Senior,New Jersey/NJ,7848
Russian,Very well,Adult,Colorado/CO,7844
Spanish,Well,Youth,South Carolina/SC,7838
Tagalog,Well,Adult,Texas/TX,7837
Cebuano,Very well,Adult,California/CA,7829
Pennsylvania German,Well,Adult,Pennsylvania/PA,7824
Mandarin,Well,Youth,California/CA,7813
Ilocano,Very well,Adult,California/CA,7803
Chinese,Very well,Youth,Massachusetts/MA,7792
Korean,Very well,Youth,New Jersey/NJ,7791
Spanish,Not at all,Youth,Florida/FL,7788
Polish,Very well,Adult,Massachusetts/MA,7786
Vietnamese,Not well,Adult,Massachusetts/MA,7786
Vietnamese,Not at all,Adult,Texas/TX,7773
Portuguese,Well,Adult,Connecticut/CT,7772
Arabic,Well,Adult,Pennsylvania/PA,7761
French,Very well,Youth,Florida/FL,7758
Spanish,Not well,Adult,Delaware/DE,7691
Navajo,Well,Adult,New Mexico/NM,7689
Iu Mien,Very well,Adult,California/CA,7686
Kabuverdianu,Very well,Adult,Massachusetts/MA,7683
Portuguese,Not well,Senior,Massachusetts/MA,7670
Bengali,Very well,Adult,Michigan/MI,7667
Mandarin,Well,Adult,Washington/WA,7659
Cantonese,Very well,Youth,New York/NY,7658
Haitian,Very well,Adult,Maryland/MD,7658
French,Very well,Senior,Texas/TX,7644
Spanish,Not at all,Adult,Nebraska/NE,7641
Russian,Well,Adult,New Jersey/NJ,7627
Tamil,Very well,Adult,Washington/WA,7622
Hindi,Well,Adult,New Jersey/NJ,7614
Mandarin,Well,Adult,Texas/TX,7608
Spanish,Not at all,Adult,Idaho/ID,7608
Tagalog,Well,Adult,Florida/FL,7595
Igbo,Very well,Adult,California/CA,7590
Chinese,Very well,Adult,Missouri/MO,7585
Spanish,Not well,Senior,Maryland/MD,7583
French,Very well,Youth,Maryland/MD,7578
Korean,Not well,Adult,Virginia/VA,7547
Korean,Very well,Adult,Florida/FL,7544
Gujarati,Very well,Youth,New Jersey/NJ,7540
Somali,Very well,Adult,Ohio/OH,7540
Spanish,Well,Youth,Utah/UT,7539
German,Very well,Senior,Pennsylvania/PA,7530
Spanish,Not well,Senior,New Mexico/NM,7527
Chinese,Very well,Adult,Oregon/OR,7526
Spanish,Not at all,Adult,Alabama/AL,7521
Indonesian,Well,Adult,California/CA,7498
Farsi,Very well,Adult,Maryland/MD,7497
Marathi,Very well,Adult,New Jersey/NJ,7495
Russian,Well,Adult,Illinois/IL,7493
Arabic,Very well,Youth,Massachusetts/MA,7484
Spanish,Well,Youth,Alabama/AL,7477
Vietnamese,Very well,Adult,Illinois/IL,7477
Spanish,Very well,Senior,Oklahoma/OK,7475
Italian,Very well,Senior,Pennsylvania/PA,7471
Tagalog,Well,Adult,New York/NY,7464
Spanish,Very well,Senior,South Carolina/SC,7463
Yiddish,Very well,Senior,New York/NY,7459
Tamil,Very well,Adult,Pennsylvania/PA,7458
Spanish,Very well,Adult,South Dakota/SD,7455
Haitian,Not well,Adult,Massachusetts/MA,7442
Spanish,Well,Youth,Minnesota/MN,7437
Spanish,Very well,Adult,Montana/MT,7417
Tagalog,Well,Adult,New Jersey/NJ,7417
Portuguese,Very well,Adult,Maryland/MD,7392
Spanish,Not at all,Adult,Indiana/IN,7379
Portuguese,Very well,Senior,California/CA,7374
Cajun French,Very well,Senior,Louisiana/LA,7372
Gujarati,Well,Adult,Illinois/IL,7372
Arabic,Very well,Youth,Ohio/OH,7357
Amharic,Well,Adult,Maryland/MD,7341
Chinese,Not well,Adult,Florida/FL,7333
Telugu,Well,Adult,California/CA,7331
Korean,Not well,Adult,Texas/TX,7311
Russian,Very well,Youth,Florida/FL,7303
Italian,Very well,Adult,Texas/TX,7276
Urdu,Very well,Youth,California/CA,7270
Japanese,Not well,Senior,California/CA,7267
Arabic,Not well,Adult,Texas/TX,7250
Hebrew,Very well,Senior,New York/NY,7236
Spanish,Not at all,Senior,Nevada/NV,7230
Vietnamese,Very well,Adult,New York/NY,7209
Spanish,Very well,Senior,Louisiana/LA,7206
Tamil,Very well,Adult,Virginia/VA,7192
Haitian,Not at all,Senior,Florida/FL,7190
Italian,Very well,Youth,New York/NY,7183
Hebrew,Well,Adult,New York/NY,7181
Romanian,Very well,Adult,Florida/FL,7176
Khmer,Very well,Adult,Washington/WA,7162
Apache languages,Very well,Adult,Arizona/AZ,7150
Marathi,Very well,Adult,Texas/TX,7148
Urdu,Well,Adult,Illinois/IL,7143
Yiddish,Not at all,Youth,New York/NY,7139
Spanish,Not well,Senior,North Carolina/NC,7136
Russian,Very well,Adult,Minnesota/MN,7133
Vietnamese,Very well,Adult,Colorado/CO,7126
Hindi,Well,Adult,New York/NY,7105
Malayalam,Very well,Adult,New Jersey/NJ,7103
Spanish,Not at all,Senior,North Carolina/NC,7102
Russian,Very well,Adult,Ohio/OH,7100
Cantonese,Not well,Senior,New York/NY,7099
Portuguese,Very well,Adult,Pennsylvania/PA,7087
Chinese,Very well,Adult,Arizona/AZ,7085
Vietnamese,Very well,Adult,Maryland/MD,7079
Telugu,Very well,Adult,Maryland/MD,7076
Cantonese,Very well,Adult,Washington/WA,7053
Haitian,Very well,Youth,New Jersey/NJ,7047
Malayalam,Very well,Adult,Illinois/IL,7031
Polish,Very well,Adult,Michigan/MI,7025
French,Very well,Adult,Indiana/IN,7017
Punjabi,Well,Adult,New York/NY,7012
French,Very well,Adult,Oregon/OR,6989
Assyrian Neo-Aramaic,Very well,Adult,California/CA,6988
Spanish,Not well,Adult,District of Columbia/DC,6988
German,Very well,Adult,South Carolina/SC,6965
Spanish,Well,Youth,Oklahoma/OK,6964
Chinese,Very well,Adult,Indiana/IN,6961
Dutch,Very well,Adult,Ohio/OH,6944
Spanish,Not well,Senior,Washington/WA,6932
Telugu,Well,Adult,Texas/TX,6929
Hebrew,Very well,Youth,California/CA,6927
Vietnamese,Very well,Adult,Arizona/AZ,6927
Filipino,Very well,Youth,California/CA,6923
Urdu,Well,Adult,California/CA,6917
Polish,Very well,Youth,New Jersey/NJ,6915
Arabic,Well,Senior,California/CA,6912
Gujarati,Very well,Adult,Massachusetts/MA,6902
Chinese,Very well,Adult,Minnesota/MN,6896
Vietnamese,Very well,Youth,Florida/FL,6893
German,Very well,Senior,Michigan/MI,6892
Korean,Well,Adult,Maryland/MD,6876
Korean,Not well,Senior,New York/NY,6860
Albanian,Very well,Youth,New York/NY,6856
Arabic,Very well,Youth,Pennsylvania/PA,6843
Spanish,Well,Youth,Michigan/MI,6840
Urdu,Very well,Youth,New Jersey/NJ,6799
Other English-based Creole languages,Very well,Adult,Hawaii/HI,6777
Tagalog,Very well,Senior,New York/NY,6777
Somali,Not well,Adult,Minnesota/MN,6773
Tamil,Very well,Adult,North Carolina/NC,6766
Ukrainian,Very well,Adult,Illinois/IL,6765
Spanish,Very well,Senior,Wisconsin/WI,6763
Vietnamese,Not well,Adult,Pennsylvania/PA,6758
Russian,Very well,Adult,North Carolina/NC,6749
Spanish,Not well,Senior,Colorado/CO,6748
German,Very well,Senior,Ohio/OH,6740
Hmong,Well,Adult,Wisconsin/WI,6733
Polish,Very well,Adult,Pennsylvania/PA,6720
Tagalog,Very well,Adult,North Carolina/NC,6710
Nepali,Very well,Adult,California/CA,6704
Korean,Not well,Adult,Georgia/GA,6682
Telugu,Very well,Youth,New Jersey/NJ,6675
Vietnamese,Very well,Youth,Georgia/GA,6672
Amharic,Well,Adult,Virginia/VA,6665
Greek,Very well,Adult,Pennsylvania/PA,6654
Filipino,Very well,Adult,Nevada/NV,6648
Spanish,Not at all,Senior,New Mexico/NM,6646
Haitian,Well,Youth,Florida/FL,6642
Chinese,Very well,Youth,Illinois/IL,6641
Korean,Very well,Adult,Michigan/MI,6641
Pennsylvania German,Well,Adult,Ohio/OH,6631
Chinese,Not well,Adult,Illinois/IL,6616
Arabic,Very well,Adult,Colorado/CO,6607
Spanish,Well,Senior,Maryland/MD,6603
Haitian,Very well,Adult,Connecticut/CT,6601
Japanese,Well,Adult,Hawaii/HI,6586
Chinese,Very well,Youth,Pennsylvania/PA,6583
Arabic,Well,Adult,Tennessee/TN,6581
Italian,Very well,Senior,Massachusetts/MA,6575
Vietnamese,Well,Adult,Pennsylvania/PA,6568
Hindi,Very well,Adult,Connecticut/CT,6563
Polish,Very well,Senior,New York/NY,6559
Portuguese,Very well,Adult,Virginia/VA,6554
Nepali,Well,Adult,Texas/TX,6528
Vietnamese,Very well,Adult,North Carolina/NC,6528
Igbo,Very well,Adult,Maryland/MD,6526
Vietnamese,Very well,Youth,Washington/WA,6517
Farsi,Very well,Adult,Washington/WA,6483
French,Very well,Adult,Tennessee/TN,6482
Lao,Well,Adult,California/CA,6472
Tamil,Very well,Youth,Texas/TX,6453
Yoruba,Very well,Adult,Illinois/IL,6451
Urdu,Very well,Adult,Pennsylvania/PA,6443
Spanish,Not at all,Senior,Connecticut/CT,6433
Tagalog,Very well,Adult,Georgia/GA,6432
Punjabi,Very well,Senior,California/CA,6418
Nepali,Very well,Adult,New York/NY,6409
Mandarin,Very well,Adult,Pennsylvania/PA,6405
Mandarin,Well,Adult,Massachusetts/MA,6383
Filipino,Very well,Adult,Washington/WA,6378
Akan (incl. Twi),Very well,Adult,New Jersey/NJ,6377
Spanish,Not well,Senior,Georgia/GA,6355
German,Very well,Adult,Tennessee/TN,6348
Dutch,Very well,Adult,Florida/FL,6339
Tagalog,Very well,Senior,Texas/TX,6335
Akan (incl. Twi),Well,Adult,New York/NY,6328
