"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Hawaiian","Not well","Adult","Maryland",24,32669,0.073464140316508,1126130,0.00213119266869722,"MD"
"Hawaiian","Not well","Senior","Hawaii",24,32669,0.073464140316508,356079,0.0067400773423875,"HI"
"Hawaiian","Very well","Adult","South Dakota",24,32669,0.073464140316508,51593,0.0465179384800264,"SD"
"Hawaiian","Well","Adult","Washington",24,32669,0.073464140316508,1465617,0.00163753559081261,"WA"
"Hebrew","Not well","Youth","Michigan",24,224194,0.0107050144071652,945842,0.002537421683537,"MI"
"Hebrew","Well","Adult","Rhode Island",24,224194,0.0107050144071652,232745,0.0103117145373692,"RI"
"Hindi","Not well","Youth","Maryland",24,871964,0.00275240720947195,1126130,0.00213119266869722,"MD"
"Hindi","Not well","Youth","Missouri",24,871964,0.00275240720947195,358897,0.00668715536769602,"MO"
"Hindi","Well","Senior","Kansas",24,871964,0.00275240720947195,323775,0.00741255501505675,"KS"
"Hmong","Not at all","Adult","Washington",24,237867,0.0100896719595404,1465617,0.00163753559081261,"WA"
"Hmong","Not at all","Senior","Tennessee",24,237867,0.0100896719595404,480403,0.00499580560487757,"TN"
"Hmong","Very well","Adult","New Jersey",24,237867,0.0100896719595404,2786732,0.000861223827766717,"NJ"
"Hmong","Very well","Senior","Kansas",24,237867,0.0100896719595404,323775,0.00741255501505675,"KS"
"Hmong","Very well","Youth","Maryland",24,237867,0.0100896719595404,1126130,0.00213119266869722,"MD"
"Hungarian","Not at all","Senior","Texas",24,75140,0.0319403779611392,9497841,0.000252689005848803,"TX"
"Hungarian","Not well","Adult","Arizona",24,75140,0.0319403779611392,1786775,0.00134320213793007,"AZ"
"Hungarian","Not well","Adult","Oregon",24,75140,0.0319403779611392,616044,0.00389582562284512,"OR"
"Hungarian","Well","Adult","West Virginia",24,75140,0.0319403779611392,41408,0.0579598145285935,"WV"
"Igbo","Not well","Senior","Arizona",24,106351,0.0225667835751427,1786775,0.00134320213793007,"AZ"
"Igbo","Very well","Adult","Alaska",24,106351,0.0225667835751427,108764,0.0220661248207127,"AK"
"Igbo","Well","Senior","Louisiana",24,106351,0.0225667835751427,332871,0.00721000027037501,"LA"
"Ilocano","Not well","Senior","Alaska",24,95161,0.0252204159266927,108764,0.0220661248207127,"AK"
"Ilocano","Very well","Adult","Missouri",24,95161,0.0252204159266927,358897,0.00668715536769602,"MO"
"Ilocano","Very well","Adult","Pennsylvania",24,95161,0.0252204159266927,1443616,0.00166249196462217,"PA"
"India N.E.C.","Not well","Adult","Kentucky",24,43077,0.0557141862246675,247638,0.00969156591476268,"KY"
"India N.E.C.","Very well","Senior","North Carolina",24,43077,0.0557141862246675,1177461,0.0020382840705552,"NC"
"Indonesian","Very well","Senior","Massachusetts",24,75095,0.0319595179439377,1616535,0.00148465699783797,"MA"
"Indonesian","Well","Youth","Wisconsin",24,75095,0.0319595179439377,477942,0.00502152980905633,"WI"
"Irish","Well","Youth","Ohio",24,17177,0.139721720905862,822102,0.00291934577461191,"OH"
"Italian","Not at all","Youth","New Jersey",24,548085,0.00437888283751608,2786732,0.000861223827766717,"NJ"
"Italian","Not well","Youth","Louisiana",24,548085,0.00437888283751608,332871,0.00721000027037501,"LA"
"Iu Mien","Very well","Adult","Kansas",24,17078,0.140531678182457,323775,0.00741255501505675,"KS"
"Japanese","Not well","Adult","Maine",24,459627,0.00522162536143438,75414,0.0318243297000557,"ME"
"Kabuverdianu","Well","Adult","Maryland",24,28031,0.0856194927045057,1126130,0.00213119266869722,"MD"
"Karen languages","Not well","Senior","Iowa",24,52217,0.0459620430128119,255627,0.00938867959957282,"IA"
"Karen languages","Well","Adult","Missouri",24,52217,0.0459620430128119,358897,0.00668715536769602,"MO"
"Khmer","Not at all","Youth","New Jersey",24,200238,0.0119857369730021,2786732,0.000861223827766717,"NJ"
"Khmer","Very well","Youth","Illinois",24,200238,0.0119857369730021,2824136,0.000849817430888597,"IL"
"Khmer","Very well","Youth","Utah",24,200238,0.0119857369730021,458522,0.0052342090455856,"UT"
"Konkani","Very well","Senior","Minnesota",24,11620,0.206540447504303,639463,0.00375314912668911,"MN"
"Konkani","Very well","Youth","Georgia",24,11620,0.206540447504303,1423123,0.00168643188255688,"GA"
"Konkani","Very well","Youth","Virginia",24,11620,0.206540447504303,1333933,0.00179919081393143,"VA"
"Korean","Not at all","Senior","Alaska",24,1090236,0.00220135823803287,108764,0.0220661248207127,"AK"
"Korean","Not well","Youth","Connecticut",24,1090236,0.00220135823803287,761163,0.00315306971042996,"CT"
"Korean","Not well","Youth","New Mexico",24,1090236,0.00220135823803287,657588,0.00364970163689118,"NM"
"Korean","Well","Senior","Delaware",24,1090236,0.00220135823803287,129602,0.0185182327433219,"DE"
"Korean","Well","Youth","South Carolina",24,1090236,0.00220135823803287,359029,0.0066846967793688,"SC"
"Korean","Well","Youth","West Virginia",24,1090236,0.00220135823803287,41408,0.0579598145285935,"WV"
"Lao","Not well","Senior","Delaware",24,133356,0.0179969405201116,129602,0.0185182327433219,"DE"
"Lao","Well","Youth","Utah",24,133356,0.0179969405201116,458522,0.0052342090455856,"UT"
"Lao","Well","Youth","Washington",24,133356,0.0179969405201116,1465617,0.00163753559081261,"WA"
"Lithuanian","Not well","Adult","Indiana",24,35602,0.0674119431492613,569820,0.00421185637569759,"IN"
"Lithuanian","Not well","Senior","Ohio",24,35602,0.0674119431492613,822102,0.00291934577461191,"OH"
"Lithuanian","Well","Senior","Nebraska",24,35602,0.0674119431492613,219892,0.0109144489112837,"NE"
"Macedonian","Very well","Adult","Missouri",24,24282,0.098838645910551,358897,0.00668715536769602,"MO"
"Macedonian","Well","Senior","Colorado",24,24282,0.098838645910551,879388,0.0027291707414702,"CO"
"Malay","Very well","Adult","New Mexico",24,15231,0.157573370100453,657588,0.00364970163689118,"NM"
"Malay","Very well","Senior","Georgia",24,15231,0.157573370100453,1423123,0.00168643188255688,"GA"
"Malay","Very well","Senior","Oregon",24,15231,0.157573370100453,616044,0.00389582562284512,"OR"
"Malay","Well","Adult","Nevada",24,15231,0.157573370100453,866221,0.00277065552555295,"NV"
"Malayalam","Very well","Senior","Oklahoma",24,188702,0.0127184661529819,389516,0.00616149272430401,"OK"
"Mandarin","Not at all","Adult","Minnesota",24,739644,0.00324480425718319,639463,0.00375314912668911,"MN"
"Mandarin","Not well","Youth","Indiana",24,739644,0.00324480425718319,569820,0.00421185637569759,"IN"
"Mandarin","Very well","Senior","South Carolina",24,739644,0.00324480425718319,359029,0.0066846967793688,"SC"
"Mandarin","Very well","Senior","West Virginia",24,739644,0.00324480425718319,41408,0.0579598145285935,"WV"
"Manding languages","Well","Adult","District of Columbia",24,27079,0.0886295653458399,108779,0.0220630820287004,"DC"
"Marshallese","Not well","Youth","Ohio",24,26215,0.0915506389471677,822102,0.00291934577461191,"OH"
"Marshallese","Very well","Adult","New Mexico",24,26215,0.0915506389471677,657588,0.00364970163689118,"NM"
"Min Nan Chinese","Not well","Adult","South Carolina",24,77426,0.0309973393950353,359029,0.0066846967793688,"SC"
"Min Nan Chinese","Not well","Senior","Ohio",24,77426,0.0309973393950353,822102,0.00291934577461191,"OH"
"Mongolian","Not well","Adult","Utah",24,16284,0.147383935151069,458522,0.0052342090455856,"UT"
"Muskogean languages","Not well","Adult","Mississippi",24,12607,0.190370429126676,109902,0.0218376371676585,"MS"
"Navajo","Very well","Adult","North Dakota",24,160697,0.0149349396690666,46791,0.0512919151118805,"ND"
"Navajo","Very well","Youth","Illinois",24,160697,0.0149349396690666,2824136,0.000849817430888597,"IL"
"Navajo","Well","Senior","Idaho",24,160697,0.0149349396690666,183236,0.0130978628653758,"ID"
"Nilo-Saharan languages","Very well","Senior","Texas",24,24220,0.0990916597853014,9497841,0.000252689005848803,"TX"
"Nilo-Saharan languages","Well","Adult","Connecticut",24,24220,0.0990916597853014,761163,0.00315306971042996,"CT"
"Norwegian","Not well","Senior","New York",24,27667,0.086745942819966,5795855,0.000414089034318491,"NY"
"Norwegian","Very well","Youth","Rhode Island",24,27667,0.086745942819966,232745,0.0103117145373692,"RI"
"Ojibwa","Very well","Senior","Arizona",24,16034,0.149681925907447,1786775,0.00134320213793007,"AZ"
"Ojibwa","Well","Adult","Arizona",24,16034,0.149681925907447,1786775,0.00134320213793007,"AZ"
"Other Afro-Asiatic languages","Not well","Adult","Tennessee",24,39649,0.0605311609372241,480403,0.00499580560487757,"TN"
"Other Afro-Asiatic languages","Very well","Adult","Nebraska",24,39649,0.0605311609372241,219892,0.0109144489112837,"NE"
"Other Afro-Asiatic languages","Well","Adult","Alaska",24,39649,0.0605311609372241,108764,0.0220661248207127,"AK"
"Other and unspecified languages","Not at all","Senior","Minnesota",24,44134,0.0543798432047854,639463,0.00375314912668911,"MN"
"Other Bantu languages","Not well","Adult","New Hampshire",24,71101,0.0337547995105554,103754,0.0231316382982825,"NH"
"Other Bantu languages","Very well","Adult","New Mexico",24,71101,0.0337547995105554,657588,0.00364970163689118,"NM"
"Other Bantu languages","Very well","Youth","Wyoming",24,71101,0.0337547995105554,35742,0.0671478932348498,"WY"
"Other Central and South American languages","Well","Adult","Wisconsin",24,34080,0.0704225352112676,477942,0.00502152980905633,"WI"
"Other Eastern Malayo-Polynesian languages","Well","Senior","Virginia",24,33427,0.0717982469261376,1333933,0.00179919081393143,"VA"
"Other English-based Creole languages","Not at all","Senior","Maryland",24,54689,0.0438845105962808,1126130,0.00213119266869722,"MD"
"Other Indo-European languages","Well","Adult","Connecticut",24,23566,0.101841636255623,761163,0.00315306971042996,"CT"
"Other Indo-European languages","Well","Adult","North Dakota",24,23566,0.101841636255623,46791,0.0512919151118805,"ND"
"Other Indo-European languages","Well","Youth","California",24,23566,0.101841636255623,16380757,0.000146513375419707,"CA"
"Other Indo-Iranian languages","Not well","Adult","Massachusetts",24,30103,0.079726273128924,1616535,0.00148465699783797,"MA"
"Other Indo-Iranian languages","Very well","Youth","Arizona",24,30103,0.079726273128924,1786775,0.00134320213793007,"AZ"
"Other languages of Asia","Very well","Adult","Delaware",24,52585,0.0456403917466958,129602,0.0185182327433219,"DE"
"Other languages of Asia","Very well","Youth","Georgia",24,52585,0.0456403917466958,1423123,0.00168643188255688,"GA"
"Other languages of Asia","Well","Adult","Missouri",24,52585,0.0456403917466958,358897,0.00668715536769602,"MO"
"Other languages of Asia","Well","Senior","New Jersey",24,52585,0.0456403917466958,2786732,0.000861223827766717,"NJ"
"Other Mande languages","Very well","Youth","Virginia",24,20233,0.118618099144961,1333933,0.00179919081393143,"VA"
"Other Native North American languages","Very well","Adult","Missouri",24,56500,0.0424778761061947,358897,0.00668715536769602,"MO"
"Other Native North American languages","Very well","Youth","Virginia",24,56500,0.0424778761061947,1333933,0.00179919081393143,"VA"
"Other Native North American languages","Well","Senior","Washington",24,56500,0.0424778761061947,1465617,0.00163753559081261,"WA"
"Other Native North American languages","Well","Youth","Montana",24,56500,0.0424778761061947,41732,0.057509824595035,"MT"
"Other Niger-Congo languages","Not well","Adult","Florida",24,40310,0.0595385760357231,6032018,0.000397876796786747,"FL"
"Other Niger-Congo languages","Well","Senior","Virginia",24,40310,0.0595385760357231,1333933,0.00179919081393143,"VA"
"Other Philippine languages","Well","Adult","North Carolina",24,17934,0.133824021411843,1177461,0.0020382840705552,"NC"
"Pashto","Very well","Senior","New Jersey",24,47373,0.050661769362295,2786732,0.000861223827766717,"NJ"
"Pashto","Well","Adult","Utah",24,47373,0.050661769362295,458522,0.0052342090455856,"UT"
"Pennsylvania German","Not well","Senior","Iowa",24,191356,0.012542068187044,255627,0.00938867959957282,"IA"
"Pennsylvania German","Very well","Adult","Wyoming",24,191356,0.012542068187044,35742,0.0671478932348498,"WY"
"Polish","Very well","Senior","South Dakota",24,526389,0.0045593657922183,51593,0.0465179384800264,"SD"
"Polish","Well","Senior","Tennessee",24,526389,0.0045593657922183,480403,0.00499580560487757,"TN"
"Portuguese","Not at all","Youth","Texas",24,855113,0.00280664660693967,9497841,0.000252689005848803,"TX"
"Punjabi","Very well","Adult","Rhode Island",24,318233,0.00754164401554836,232745,0.0103117145373692,"RI"
"Punjabi","Well","Adult","Alabama",24,318233,0.00754164401554836,249939,0.00960234297168509,"AL"
"Romanian","Very well","Senior","Iowa",24,180373,0.013305760840037,255627,0.00938867959957282,"IA"
"Romanian","Well","Senior","Indiana",24,180373,0.013305760840037,569820,0.00421185637569759,"IN"
"Russian","Not at all","Youth","New Jersey",24,988947,0.0024268236821589,2786732,0.000861223827766717,"NJ"
"Russian","Not well","Senior","Montana",24,988947,0.0024268236821589,41732,0.057509824595035,"MT"
"Russian","Very well","Senior","Idaho",24,988947,0.0024268236821589,183236,0.0130978628653758,"ID"
"Russian","Very well","Senior","Montana",24,988947,0.0024268236821589,41732,0.057509824595035,"MT"
"Russian","Well","Youth","Iowa",24,988947,0.0024268236821589,255627,0.00938867959957282,"IA"
"Samoan","Very well","Adult","South Carolina",24,54188,0.0442902487635639,359029,0.0066846967793688,"SC"
"Samoan","Very well","Senior","Massachusetts",24,54188,0.0442902487635639,1616535,0.00148465699783797,"MA"
"Serbian","Not at all","Adult","Missouri",24,82594,0.0290578008087755,358897,0.00668715536769602,"MO"
"Serbian","Not well","Senior","Oklahoma",24,82594,0.0290578008087755,389516,0.00616149272430401,"OK"
"Serbocroatian","Very well","Adult","Hawaii",24,19103,0.125634717060148,356079,0.0067400773423875,"HI"
"Shona","Well","Adult","Arizona",24,11859,0.202377940804452,1786775,0.00134320213793007,"AZ"
"Sinhala","Very well","Adult","Arkansas",24,32202,0.0745295323271846,218164,0.0110008984067032,"AR"
"Sinhala","Very well","Adult","District of Columbia",24,32202,0.0745295323271846,108779,0.0220630820287004,"DC"
"Sinhala","Very well","Adult","North Dakota",24,32202,0.0745295323271846,46791,0.0512919151118805,"ND"
"Slovak","Not at all","Senior","Colorado",24,21707,0.110563412724006,879388,0.0027291707414702,"CO"
"Slovak","Not at all","Senior","Michigan",24,21707,0.110563412724006,945842,0.002537421683537,"MI"
"Slovak","Well","Youth","New York",24,21707,0.110563412724006,5795855,0.000414089034318491,"NY"
"Swedish","Not well","Senior","Michigan",24,53589,0.0447853104181828,945842,0.002537421683537,"MI"
"Swedish","Very well","Youth","Michigan",24,53589,0.0447853104181828,945842,0.002537421683537,"MI"
"Swiss German","Very well","Adult","Arkansas",24,18208,0.131810193321617,218164,0.0110008984067032,"AR"
"Swiss German","Very well","Youth","Wyoming",24,18208,0.131810193321617,35742,0.0671478932348498,"WY"
"Swiss German","Well","Adult","New Jersey",24,18208,0.131810193321617,2786732,0.000861223827766717,"NJ"
"Tagalog","Not at all","Senior","Hawaii",24,1318650,0.00182004322602662,356079,0.0067400773423875,"HI"
"Tagalog","Well","Senior","Nebraska",24,1318650,0.00182004322602662,219892,0.0109144489112837,"NE"
"Tagalog","Well","Youth","Georgia",24,1318650,0.00182004322602662,1423123,0.00168643188255688,"GA"
"Tagalog","Well","Youth","Idaho",24,1318650,0.00182004322602662,183236,0.0130978628653758,"ID"
"Tamil","Not at all","Adult","Washington",24,305433,0.00785769710542083,1465617,0.00163753559081261,"WA"
"Tamil","Not at all","Youth","Texas",24,305433,0.00785769710542083,9497841,0.000252689005848803,"TX"
"Tamil","Not well","Adult","South Carolina",24,305433,0.00785769710542083,359029,0.0066846967793688,"SC"
"Tamil","Well","Senior","Ohio",24,305433,0.00785769710542083,822102,0.00291934577461191,"OH"
"Telugu","Not well","Adult","Connecticut",24,434786,0.00551995694433583,761163,0.00315306971042996,"CT"
"Telugu","Not well","Adult","Kentucky",24,434786,0.00551995694433583,247638,0.00969156591476268,"KY"
"Telugu","Not well","Adult","Oregon",24,434786,0.00551995694433583,616044,0.00389582562284512,"OR"
"Telugu","Not well","Senior","New York",24,434786,0.00551995694433583,5795855,0.000414089034318491,"NY"
"Tigrinya","Not well","Adult","Nebraska",24,58424,0.0410790086265918,219892,0.0109144489112837,"NE"
"Tigrinya","Well","Adult","Missouri",24,58424,0.0410790086265918,358897,0.00668715536769602,"MO"
"Turkish","Well","Senior","Utah",24,153435,0.0156418027177632,458522,0.0052342090455856,"UT"
"Ukrainian","Very well","Adult","Louisiana",24,187180,0.0128218826797735,332871,0.00721000027037501,"LA"
"Urdu","Well","Adult","Montana",24,514050,0.00466880653632915,41732,0.057509824595035,"MT"
"Uto-Aztecan languages","Not well","Senior","Texas",24,22081,0.108690729586522,9497841,0.000252689005848803,"TX"
"Uto-Aztecan languages","Very well","Senior","Florida",24,22081,0.108690729586522,6032018,0.000397876796786747,"FL"
"Vietnamese","Not at all","Senior","New Mexico",24,1529274,0.00156937213344371,657588,0.00364970163689118,"NM"
"Vietnamese","Not at all","Youth","Arizona",24,1529274,0.00156937213344371,1786775,0.00134320213793007,"AZ"
"Wolof","Not at all","Senior","South Carolina",24,25431,0.0943730093193347,359029,0.0066846967793688,"SC"
"Wolof","Well","Youth","California",24,25431,0.0943730093193347,16380757,0.000146513375419707,"CA"
"Yoruba","Well","Adult","Louisiana",24,164266,0.0146104489060426,332871,0.00721000027037501,"LA"
"Afrikaans","Well","Adult","Ohio",23,32386,0.0710183412585685,822102,0.00279770636733641,"OH"
"Afrikaans","Well","Youth","North Carolina",23,32386,0.0710183412585685,1177461,0.0019533555676154,"NC"
"Aleut languages","Very well","Adult","Maryland",23,24803,0.0927307180582994,1126130,0.00204239297416817,"MD"
"Amharic","Not at all","Adult","South Carolina",23,219676,0.0104699648573353,359029,0.0064061677468951,"SC"
"Amharic","Well","Adult","Oklahoma",23,219676,0.0104699648573353,389516,0.00590476386079134,"OK"
"Arabic","Not well","Youth","Idaho",23,1335142,0.00172266320735922,183236,0.0125521185793185,"ID"
"Arabic","Not well","Youth","Wisconsin",23,1335142,0.00172266320735922,477942,0.00481229940034565,"WI"
"Armenian","Not well","Adult","Texas",23,243078,0.00946198339627609,9497841,0.000242160297271769,"TX"
"Armenian","Very well","Senior","Wisconsin",23,243078,0.00946198339627609,477942,0.00481229940034565,"WI"
"Bosnian","Not well","Youth","Massachusetts",23,108100,0.0212765957446809,1616535,0.00142279628959472,"MA"
"Bosnian","Not well","Youth","Missouri",23,108100,0.0212765957446809,358897,0.00640852389404202,"MO"
"Bosnian","Very well","Adult","Oklahoma",23,108100,0.0212765957446809,389516,0.00590476386079134,"OK"
"Bosnian","Very well","Senior","Indiana",23,108100,0.0212765957446809,569820,0.00403636236004352,"IN"
"Bosnian","Well","Youth","Colorado",23,108100,0.0212765957446809,879388,0.00261545529390895,"CO"
"Bulgarian","Not well","Adult","Nevada",23,71278,0.0322680209882432,866221,0.00265521154532157,"NV"
"Bulgarian","Very well","Youth","Kansas",23,71278,0.0322680209882432,323775,0.00710369855609605,"KS"
"Bulgarian","Well","Adult","Idaho",23,71278,0.0322680209882432,183236,0.0125521185793185,"ID"
"Burmese","Very well","Adult","Maine",23,95762,0.0240178776550197,75414,0.0304983159625534,"ME"
"Burmese","Well","Senior","Connecticut",23,95762,0.0240178776550197,761163,0.00302169180582871,"CT"
"Cantonese","Not at all","Adult","Maryland",23,543329,0.0042331625957753,1126130,0.00204239297416817,"MD"
"Cantonese","Very well","Youth","Delaware",23,543329,0.0042331625957753,129602,0.0177466397123501,"DE"
"Cantonese","Well","Senior","Oklahoma",23,543329,0.0042331625957753,389516,0.00590476386079134,"OK"
"Cebuano","Not at all","Adult","California",23,54623,0.042106804825806,16380757,0.000140408651443886,"CA"
"Cebuano","Very well","Adult","Rhode Island",23,54623,0.042106804825806,232745,0.00988205976497884,"RI"
"Cebuano","Well","Youth","New Jersey",23,54623,0.042106804825806,2786732,0.000825339501609771,"NJ"
"Chamorro","Not at all","Adult","Ohio",23,20215,0.113776898342815,822102,0.00279770636733641,"OH"
"Chamorro","Not well","Senior","Hawaii",23,20215,0.113776898342815,356079,0.00645924078645469,"HI"
"Chamorro","Not well","Youth","West Virginia",23,20215,0.113776898342815,41408,0.0555448222565688,"WV"
"Chamorro","Very well","Senior","Hawaii",23,20215,0.113776898342815,356079,0.00645924078645469,"HI"
"Chamorro","Very well","Senior","Louisiana",23,20215,0.113776898342815,332871,0.00690958359244272,"LA"
"Chamorro","Well","Adult","South Carolina",23,20215,0.113776898342815,359029,0.0064061677468951,"SC"
"Chin languages","Very well","Senior","Maryland",23,32602,0.0705478191521993,1126130,0.00204239297416817,"MD"
"Chinese","Not at all","Senior","Montana",23,2112607,0.0010887022527143,41732,0.0551135819035752,"MT"
"Chinese","Not well","Youth","Vermont",23,2112607,0.0010887022527143,35986,0.0639137442338687,"VT"
"Croatian","Very well","Adult","Rhode Island",23,47490,0.0484312486839335,232745,0.00988205976497884,"RI"
"Czech","Well","Youth","Georgia",23,42561,0.0540400836446512,1423123,0.00161616388745035,"GA"
"Dakota languages","Not well","Adult","Montana",23,14001,0.164273980429969,41732,0.0551135819035752,"MT"
"Dakota languages","Very well","Adult","Tennessee",23,14001,0.164273980429969,480403,0.00478764703800767,"TN"
"Danish","Not well","Youth","Connecticut",23,26221,0.0877159528622097,761163,0.00302169180582871,"CT"
"Danish","Very well","Adult","Mississippi",23,26221,0.0877159528622097,109902,0.020927735619006,"MS"
"Danish","Very well","Senior","Montana",23,26221,0.0877159528622097,41732,0.0551135819035752,"MT"
"Danish","Very well","Youth","North Carolina",23,26221,0.0877159528622097,1177461,0.0019533555676154,"NC"
"Dari","Not at all","Adult","Idaho",23,36807,0.0624881136740294,183236,0.0125521185793185,"ID"
"Dari","Not well","Youth","Georgia",23,36807,0.0624881136740294,1423123,0.00161616388745035,"GA"
"Dari","Very well","Adult","North Dakota",23,36807,0.0624881136740294,46791,0.0491547519822188,"ND"
"Dari","Very well","Senior","Nevada",23,36807,0.0624881136740294,866221,0.00265521154532157,"NV"
"Dari","Well","Adult","Illinois",23,36807,0.0624881136740294,2824136,0.000814408371268239,"IL"
"Dutch","Very well","Youth","Nebraska",23,142371,0.0161549753812223,219892,0.0104596802066469,"NE"
"Dutch","Well","Senior","Massachusetts",23,142371,0.0161549753812223,1616535,0.00142279628959472,"MA"
"Edoid languages","Not at all","Senior","New York",23,17431,0.131948826802823,5795855,0.000396835324555221,"NY"
"Farsi","Not well","Adult","Alaska",23,418067,0.00550151052343285,108764,0.021146702953183,"AK"
"Farsi","Not well","Senior","New Hampshire",23,418067,0.00550151052343285,103754,0.022167820035854,"NH"
"Farsi","Not well","Youth","Oklahoma",23,418067,0.00550151052343285,389516,0.00590476386079134,"OK"
"Farsi","Well","Adult","Iowa",23,418067,0.00550151052343285,255627,0.00899748461625728,"IA"
"Filipino","Well","Senior","Nebraska",23,405949,0.00566573633633782,219892,0.0104596802066469,"NE"
"Filipino","Well","Youth","Michigan",23,405949,0.00566573633633782,945842,0.00243169578005629,"MI"
"Finnish","Not well","Adult","New Jersey",23,21494,0.107006606494836,2786732,0.000825339501609771,"NJ"
"Finnish","Very well","Adult","Maine",23,21494,0.107006606494836,75414,0.0304983159625534,"ME"
"Finnish","Well","Senior","Virginia",23,21494,0.107006606494836,1333933,0.00172422453001762,"VA"
"French","Not at all","Adult","Maine",23,1199488,0.0019174847935119,75414,0.0304983159625534,"ME"
"French","Not well","Adult","Arkansas",23,1199488,0.0019174847935119,218164,0.0105425276397572,"AR"
"French","Well","Youth","Rhode Island",23,1199488,0.0019174847935119,232745,0.00988205976497884,"RI"
"Fulah","Not well","Adult","Mississippi",23,20828,0.110428269637027,109902,0.020927735619006,"MS"
"Ga","Well","Senior","Oregon",23,11839,0.194273164963257,616044,0.00373349955522657,"OR"
"Gbe languages","Not at all","Adult","Minnesota",23,15030,0.153027278775782,639463,0.00359676791307707,"MN"
"German","Not at all","Senior","Virginia",23,860426,0.00267309449040359,1333933,0.00172422453001762,"VA"
"Greek","Not well","Adult","Indiana",23,265528,0.00866198668313699,569820,0.00403636236004352,"IN"
"Haitian","Well","Youth","California",23,890380,0.00258316673779734,16380757,0.000140408651443886,"CA"
"Hawaiian","Not well","Adult","Utah",23,32669,0.0704031344699868,458522,0.00501611700201953,"UT"
"Hawaiian","Very well","Adult","Idaho",23,32669,0.0704031344699868,183236,0.0125521185793185,"ID"
"Hebrew","Not well","Adult","Delaware",23,224194,0.0102589721402,129602,0.0177466397123501,"DE"
"Hindi","Not at all","Youth","New York",23,871964,0.00263772357574395,5795855,0.000396835324555221,"NY"
"Hindi","Not well","Senior","Rhode Island",23,871964,0.00263772357574395,232745,0.00988205976497884,"RI"
"Hindi","Well","Senior","Rhode Island",23,871964,0.00263772357574395,232745,0.00988205976497884,"RI"
"Hmong","Not at all","Senior","Oregon",23,237867,0.00966926896122623,616044,0.00373349955522657,"OR"
"Hmong","Very well","Senior","Florida",23,237867,0.00966926896122623,6032018,0.000381298596920633,"FL"
"Hmong","Very well","Senior","Texas",23,237867,0.00966926896122623,9497841,0.000242160297271769,"TX"
"Hmong","Very well","Youth","South Carolina",23,237867,0.00966926896122623,359029,0.0064061677468951,"SC"
"Hungarian","Very well","Adult","Oklahoma",23,75140,0.0306095288794251,389516,0.00590476386079134,"OK"
"Hungarian","Very well","Youth","Vermont",23,75140,0.0306095288794251,35986,0.0639137442338687,"VT"
"Hungarian","Very well","Youth","Wisconsin",23,75140,0.0306095288794251,477942,0.00481229940034565,"WI"
"Hungarian","Well","Senior","Kansas",23,75140,0.0306095288794251,323775,0.00710369855609605,"KS"
"Igbo","Well","Adult","Missouri",23,106351,0.0216265009261784,358897,0.00640852389404202,"MO"
"Igbo","Well","Senior","Nebraska",23,106351,0.0216265009261784,219892,0.0104596802066469,"NE"
"India N.E.C.","Not at all","Adult","Illinois",23,43077,0.0533927617986396,2824136,0.000814408371268239,"IL"
"India N.E.C.","Very well","Senior","Iowa",23,43077,0.0533927617986396,255627,0.00899748461625728,"IA"
"India N.E.C.","Well","Adult","Colorado",23,43077,0.0533927617986396,879388,0.00261545529390895,"CO"
"India N.E.C.","Well","Senior","Michigan",23,43077,0.0533927617986396,945842,0.00243169578005629,"MI"
"Indonesian","Not well","Adult","Nevada",23,75095,0.0306278713629403,866221,0.00265521154532157,"NV"
"Indonesian","Not well","Youth","Washington",23,75095,0.0306278713629403,1465617,0.00156930494119541,"WA"
"Irish","Not well","Adult","Nebraska",23,17177,0.133899982534785,219892,0.0104596802066469,"NE"
"Irish","Very well","Senior","Louisiana",23,17177,0.133899982534785,332871,0.00690958359244272,"LA"
"Italian","Not at all","Adult","Utah",23,548085,0.00419642938595291,458522,0.00501611700201953,"UT"
"Italian","Not well","Senior","Oklahoma",23,548085,0.00419642938595291,389516,0.00590476386079134,"OK"
"Italian","Very well","Youth","Delaware",23,548085,0.00419642938595291,129602,0.0177466397123501,"DE"
"Italian","Very well","Youth","New Mexico",23,548085,0.00419642938595291,657588,0.00349763073535405,"NM"
"Italian","Well","Senior","Nebraska",23,548085,0.00419642938595291,219892,0.0104596802066469,"NE"
"Jamaican Creole English","Not well","Youth","Michigan",23,75404,0.0305023606174739,945842,0.00243169578005629,"MI"
"Jamaican Creole English","Very well","Youth","Ohio",23,75404,0.0305023606174739,822102,0.00279770636733641,"OH"
"Jamaican Creole English","Well","Adult","Kentucky",23,75404,0.0305023606174739,247638,0.00928775066831423,"KY"
"Japanese","Not at all","Adult","Utah",23,459627,0.00500405763804128,458522,0.00501611700201953,"UT"
"Japanese","Not at all","Youth","Washington",23,459627,0.00500405763804128,1465617,0.00156930494119541,"WA"
"Japanese","Very well","Youth","North Dakota",23,459627,0.00500405763804128,46791,0.0491547519822188,"ND"
"Japanese","Well","Youth","North Dakota",23,459627,0.00500405763804128,46791,0.0491547519822188,"ND"
"Kannada","Well","Youth","Florida",23,77075,0.0298410638987999,6032018,0.000381298596920633,"FL"
