"household_language","speak_english","age_group","state","speakers","total_speakers_of_language_in_us","percentage_speakers_in_state","state_pop_of_non_english_households","percent_state_pop_speaking_language","state_abbreviation"
"Jamaican Creole English","Very well","Senior","Pennsylvania",291,75404,0.385921171290648,1443616,0.0201577150710438,"PA"
"Japanese","Not well","Senior","Florida",291,459627,0.0633122075073919,6032018,0.00482425616103931,"FL"
"Japanese","Very well","Adult","Vermont",291,459627,0.0633122075073919,35986,0.808647807480687,"VT"
"Lithuanian","Very well","Senior","California",291,35602,0.817369810684793,16380757,0.00177647467696395,"CA"
"Malayalam","Very well","Youth","Arizona",291,188702,0.154211402104906,1786775,0.0162863259224021,"AZ"
"Nepali","Not well","Youth","Georgia",291,203423,0.14305167065671,1423123,0.0204479865760022,"GA"
"Other and unspecified languages","Very well","Adult","Missouri",291,44134,0.659355598858023,358897,0.0810817588333143,"MO"
"Other Philippine languages","Very well","Adult","Arizona",291,17934,1.6226162596186,1786775,0.0162863259224021,"AZ"
"Pashto","Very well","Youth","Utah",291,47373,0.614273953517827,458522,0.0634647846777254,"UT"
"Portuguese","Well","Senior","Virginia",291,855113,0.0340305901091435,1333933,0.0218151886189186,"VA"
"Russian","Well","Adult","Hawaii",291,988947,0.0294252371461767,356079,0.0817234377764485,"HI"
"Swahili","Not well","Adult","Kansas",291,151443,0.192151502545512,323775,0.0898772295575631,"KS"
"Thai","Very well","Youth","Pennsylvania",291,169697,0.171482112235337,1443616,0.0201577150710438,"PA"
"Bengali","Not at all","Senior","Michigan",290,375910,0.0771461254023569,945842,0.0306605120094054,"MI"
"Bulgarian","Very well","Adult","Louisiana",290,71278,0.406857655938719,332871,0.0871208366003647,"LA"
"Cantonese","Very well","Youth","Pennsylvania",290,543329,0.0533746588162973,1443616,0.0200884445725179,"PA"
"Chin languages","Very well","Youth","Georgia",290,32602,0.889515980614686,1423123,0.0203777185808957,"GA"
"Chinese","Very well","Senior","Wisconsin",290,2112607,0.0137271153603107,477942,0.0606768185260973,"WI"
"Danish","Very well","Youth","Washington",290,26221,1.10598375348004,1465617,0.0197868883889857,"WA"
"Dutch","Well","Adult","Wisconsin",290,142371,0.203693167850194,477942,0.0606768185260973,"WI"
"Gbe languages","Very well","Adult","Pennsylvania",290,15030,1.9294743845642,1443616,0.0200884445725179,"PA"
"Hebrew","Very well","Senior","Virginia",290,224194,0.129352257419913,1333933,0.0217402223350048,"VA"
"Hebrew","Well","Adult","Ohio",290,224194,0.129352257419913,822102,0.0352754281098939,"OH"
"Japanese","Well","Senior","Alabama",290,459627,0.0630946397839988,249939,0.116028310907862,"AL"
"Karen languages","Well","Youth","Wisconsin",290,52217,0.555374686404811,477942,0.0606768185260973,"WI"
"Marathi","Well","Adult","Georgia",290,105170,0.275744033469621,1423123,0.0203777185808957,"GA"
"Nilo-Saharan languages","Well","Youth","Iowa",290,24220,1.19735755573906,255627,0.113446545161505,"IA"
"Russian","Not at all","Adult","Oregon",290,988947,0.0293241194927534,616044,0.0470745596093785,"OR"
"Russian","Not at all","Senior","Minnesota",290,988947,0.0293241194927534,639463,0.0453505519474934,"MN"
"Swahili","Well","Senior","Washington",290,151443,0.191491188103775,1465617,0.0197868883889857,"WA"
"Telugu","Well","Senior","Illinois",290,434786,0.066699479744058,2824136,0.0102686272899039,"IL"
"Urdu","Not well","Adult","Massachusetts",290,514050,0.0564147456473106,1616535,0.0179396053905421,"MA"
"Urdu","Very well","Adult","Mississippi",290,514050,0.0564147456473106,109902,0.263871449109206,"MS"
"Vietnamese","Very well","Youth","North Dakota",290,1529274,0.0189632466124449,46791,0.619777307601889,"ND"
"Arabic","Not at all","Senior","North Carolina",289,1335142,0.0216456376924702,1177461,0.0245443373496022,"NC"
"Bosnian","Not well","Senior","Iowa",289,108100,0.267345050878816,255627,0.113055350178189,"IA"
"Bulgarian","Very well","Adult","Iowa",289,71278,0.405454698504447,255627,0.113055350178189,"IA"
"Burmese","Very well","Senior","New York",289,95762,0.301789854013074,5795855,0.00498632212158517,"NY"
"Cebuano","Well","Adult","Washington",289,54623,0.529081156289475,1465617,0.0197186577393685,"WA"
"Dutch","Well","Adult","Florida",289,142371,0.202990777616228,6032018,0.00479109976130708,"FL"
"Greek","Not well","Adult","California",289,265528,0.1088397457142,16380757,0.00176426522901231,"CA"
"Igbo","Very well","Adult","New Mexico",289,106351,0.271741685550677,657588,0.0439484905442313,"NM"
"Italian","Well","Youth","California",289,548085,0.0527290475017561,16380757,0.00176426522901231,"CA"
"Japanese","Not well","Senior","Illinois",289,459627,0.0628770720606057,2824136,0.0102332182302835,"IL"
"Korean","Very well","Adult","South Dakota",289,1090236,0.0265080221163124,51593,0.560153509196984,"SD"
"Kurdish","Very well","Adult","Minnesota",289,25270,1.14364859517214,639463,0.0451941707338814,"MN"
"Lao","Very well","Adult","South Carolina",289,133356,0.21671315876301,359029,0.0804948903848993,"SC"
"Macedonian","Very well","Senior","Indiana",289,24282,1.19018202783955,569820,0.0507177705240251,"IN"
"Other Central and South American languages","Very well","Senior","California",289,34080,0.848004694835681,16380757,0.00176426522901231,"CA"
"Other Eastern Malayo-Polynesian languages","Not well","Senior","Iowa",289,33427,0.864570556735573,255627,0.113055350178189,"IA"
"Other Niger-Congo languages","Very well","Senior","Minnesota",289,40310,0.716943686430166,639463,0.0451941707338814,"MN"
"Other Philippine languages","Very well","Adult","Hawaii",289,17934,1.61146425783428,356079,0.0811617646645829,"HI"
"Portuguese","Very well","Senior","Oregon",289,855113,0.0337967028918985,616044,0.04691223354176,"OR"
"Samoan","Well","Youth","Hawaii",289,54188,0.533328412194582,356079,0.0811617646645829,"HI"
"Sinhala","Well","Adult","New Jersey",289,32202,0.897459785106515,2786732,0.0103705702593576,"NJ"
"Vietnamese","Very well","Senior","Ohio",289,1529274,0.0188978561068847,822102,0.0351537887026184,"OH"
"Cantonese","Very well","Youth","Michigan",288,543329,0.0530065577210125,945842,0.030449060202444,"MI"
"Filipino","Well","Senior","Arizona",288,405949,0.0709448723854474,1786775,0.0161184256551608,"AZ"
"German","Well","Adult","Mississippi",288,860426,0.0334717918798363,109902,0.262051646011902,"MS"
"Hebrew","Not at all","Adult","New York",288,224194,0.128460172885983,5795855,0.0049690684118219,"NY"
"Italian","Very well","Youth","Oregon",288,548085,0.0525465940501929,616044,0.0467499074741415,"OR"
"Italian","Well","Senior","Virginia",288,548085,0.0525465940501929,1333933,0.0215902897671772,"VA"
"Khmer","Very well","Adult","South Carolina",288,200238,0.143828843676026,359029,0.0802163613524256,"SC"
"Korean","Very well","Youth","Arkansas",288,1090236,0.0264162988563944,218164,0.132010780880439,"AR"
"Korean","Well","Senior","Minnesota",288,1090236,0.0264162988563944,639463,0.0450377895202694,"MN"
"Other Eastern Malayo-Polynesian languages","Well","Adult","Florida",288,33427,0.861578963113651,6032018,0.00477452156144096,"FL"
"Serbian","Well","Senior","New York",288,82594,0.348693609705305,5795855,0.0049690684118219,"NY"
"Swahili","Very well","Adult","New Hampshire",288,151443,0.190170559220301,103754,0.27757965957939,"NH"
"Amharic","Not at all","Senior","Texas",287,219676,0.130646952785011,9497841,0.0030217393616086,"TX"
"Burmese","Not well","Adult","Nebraska",287,95762,0.299701342912638,219892,0.130518618230768,"NE"
"Cebuano","Very well","Adult","Indiana",287,54623,0.525419695000275,569820,0.050366782492717,"IN"
"German","Not well","Senior","Georgia",287,860426,0.0333555703802535,1423123,0.0201669145955761,"GA"
"Italian","Very well","Senior","West Virginia",287,548085,0.0523641405986298,41408,0.693102782071097,"WV"
"Khmer","Very well","Senior","Massachusetts",287,200238,0.143329437968817,1616535,0.0177540232658124,"MA"
"Khmer","Well","Youth","Texas",287,200238,0.143329437968817,9497841,0.0030217393616086,"TX"
"Punjabi","Well","Adult","North Carolina",287,318233,0.0901854930192658,1177461,0.0243744803437226,"NC"
"Shona","Very well","Adult","Maryland",287,11859,2.42010287545324,1126130,0.0254855123298376,"MD"
"Spanish","Well","Senior","Wyoming",287,41244779,0.000695845648730473,35742,0.802976889933412,"WY"
"Tamil","Very well","Youth","Iowa",287,305433,0.0939649612189907,255627,0.112272960211558,"IA"
"Telugu","Not well","Adult","Georgia",287,434786,0.066009485126016,1423123,0.0201669145955761,"GA"
"Telugu","Very well","Senior","Ohio",287,434786,0.066009485126016,822102,0.0349105098880674,"OH"
"Tigrinya","Very well","Senior","Texas",287,58424,0.49123647815966,9497841,0.0030217393616086,"TX"
"Vietnamese","Not at all","Adult","New Mexico",287,1529274,0.0187670750957644,657588,0.0436443487411571,"NM"
"Vietnamese","Very well","Senior","Connecticut",287,1529274,0.0187670750957644,761163,0.0377054586205583,"CT"
"Assyrian Neo-Aramaic","Very well","Youth","Michigan",286,38396,0.744869257214293,945842,0.0302376083954825,"MI"
"Burmese","Well","Youth","Illinois",286,95762,0.298657087362419,2824136,0.0101269910514225,"IL"
"Chinese","Well","Youth","Utah",286,2112607,0.0135377758380996,458522,0.0623743244598951,"UT"
"Filipino","Not well","Adult","Florida",286,405949,0.0704521996605485,6032018,0.00474136516170873,"FL"
"German","Not well","Adult","South Carolina",286,860426,0.0332393488806707,359029,0.0796593032874782,"SC"
"Hawaiian","Very well","Adult","Texas",286,32669,0.875447672105054,9497841,0.00301121065303157,"TX"
"Hungarian","Very well","Youth","Massachusetts",286,75140,0.380622837370242,1616535,0.0176921625575691,"MA"
"Italian","Not well","Senior","Maryland",286,548085,0.0521816871470666,1126130,0.0253967126353085,"MD"
"Kannada","Very well","Adult","Utah",286,77075,0.371067142393772,458522,0.0623743244598951,"UT"
"Konkani","Very well","Adult","North Carolina",286,11620,2.46127366609294,1177461,0.0242895518407828,"NC"
"Korean","Not well","Senior","Tennessee",286,1090236,0.0262328523365583,480403,0.0595333501247911,"TN"
"Marathi","Very well","Adult","Oklahoma",286,105170,0.271940667490729,389516,0.0734244549646228,"OK"
"Other Bantu languages","Well","Adult","Massachusetts",286,71101,0.402244694167452,1616535,0.0176921625575691,"MA"
"Other languages of Asia","Not well","Adult","Florida",286,52585,0.543881334981459,6032018,0.00474136516170873,"FL"
"Portuguese","Very well","Youth","Nevada",286,855113,0.033445872066031,866221,0.0330169783461726,"NV"
"Urdu","Very well","Senior","Indiana",286,514050,0.0556366112245891,569820,0.0501912884770629,"IN"
"Albanian","Well","Senior","Connecticut",285,170772,0.166889185580774,761163,0.0374427028113558,"CT"
"Assyrian Neo-Aramaic","Not at all","Senior","Illinois",285,38396,0.742264819252005,2824136,0.0100915819918021,"IL"
"Chinese","Not well","Youth","North Carolina",285,2112607,0.0134904409575468,1177461,0.024204623337843,"NC"
"Czech","Very well","Adult","North Carolina",285,42561,0.669627123422852,1177461,0.024204623337843,"NC"
"Dari","Very well","Adult","Washington",285,36807,0.774309234656451,1465617,0.0194457351408997,"WA"
"French","Not well","Senior","Illinois",285,1199488,0.0237601376587344,2824136,0.0100915819918021,"IL"
"French","Well","Senior","Alaska",285,1199488,0.0237601376587344,108764,0.262035232245964,"AK"
"Gujarati","Not well","Senior","Massachusetts",285,438103,0.0650531952531711,1616535,0.0176303018493259,"MA"
"Hindi","Not well","Adult","Tennessee",285,871964,0.0326848356124794,480403,0.0593251915579212,"TN"
"Hindi","Not well","Senior","Michigan",285,871964,0.0326848356124794,945842,0.0301318824920018,"MI"
"Hindi","Very well","Youth","Iowa",285,871964,0.0326848356124794,255627,0.111490570244927,"IA"
"India N.E.C.","Very well","Adult","Missouri",285,43077,0.661605961417926,358897,0.0794099699913903,"MO"
"Nepali","Not well","Adult","Kansas",285,203423,0.140102151674098,323775,0.0880240908037989,"KS"
"Tigrinya","Well","Youth","Texas",285,58424,0.487813227440778,9497841,0.00300068194445453,"TX"
"Turkish","Not well","Adult","Massachusetts",285,153435,0.185746407273438,1616535,0.0176303018493259,"MA"
"Ukrainian","Well","Youth","Ohio",285,187180,0.15225985682231,822102,0.0346672310735164,"OH"
"Wolof","Well","Adult","Tennessee",285,25431,1.1206794856671,480403,0.0593251915579212,"TN"
"Arabic","Very well","Youth","New Hampshire",284,1335142,0.0212711456908703,103754,0.273724386529676,"NH"
"Bosnian","Not well","Adult","Kentucky",284,108100,0.262719703977798,247638,0.114683529991358,"KY"
"Bulgarian","Not well","Senior","California",284,71278,0.39843991133309,16380757,0.0017337416091332,"CA"
"Chinese","Not well","Adult","Nebraska",284,2112607,0.013443106076994,219892,0.129154312116857,"NE"
"Chinese","Very well","Senior","Nebraska",284,2112607,0.013443106076994,219892,0.129154312116857,"NE"
"Chuukese","Very well","Adult","Oregon",284,12886,2.203942262921,616044,0.0461006032036673,"OR"
"Farsi","Well","Adult","South Carolina",284,418067,0.0679316951589099,359029,0.0791022452225308,"SC"
"French","Well","Senior","Indiana",284,1199488,0.0236767687546687,569820,0.0498403004457548,"IN"
"Fulah","Very well","Adult","Tennessee",284,20828,1.36354906856155,480403,0.0591170329910513,"TN"
"Ga","Very well","Adult","Texas",284,11839,2.39885125432891,9497841,0.0029901532358775,"TX"
"Hawaiian","Well","Senior","Hawaii",284,32669,0.869325660412011,356079,0.0797575818849188,"HI"
"Italian","Very well","Senior","Nebraska",284,548085,0.0518167802439403,219892,0.129154312116857,"NE"
"Marathi","Well","Adult","Wisconsin",284,105170,0.270038984501284,477942,0.0594214360738332,"WI"
"Other and unspecified languages","Very well","Youth","Pennsylvania",284,44134,0.643494811256628,1443616,0.0196728215813624,"PA"
"Other and unspecified languages","Well","Senior","California",284,44134,0.643494811256628,16380757,0.0017337416091332,"CA"
"Other Bantu languages","Well","Youth","Texas",284,71101,0.399431794208239,9497841,0.0029901532358775,"TX"
"Other Indo-European languages","Very well","Adult","Oregon",284,23566,1.20512602902487,616044,0.0461006032036673,"OR"
"Other Native North American languages","Very well","Adult","Connecticut",284,56500,0.502654867256637,761163,0.0373113249067545,"CT"
"Polish","Very well","Youth","Maryland",284,526389,0.0539524952079166,1126130,0.0252191132462504,"MD"
"Romanian","Very well","Youth","Tennessee",284,180373,0.157451503273772,480403,0.0591170329910513,"TN"
"Russian","Not at all","Adult","Ohio",284,988947,0.0287174135722137,822102,0.0345455916662409,"OH"
"Somali","Not well","Adult","Missouri",284,158812,0.178827796388182,358897,0.0791313385177363,"MO"
"Tamil","Very well","Adult","Nebraska",284,305433,0.0929827490808131,219892,0.129154312116857,"NE"
"Thai","Well","Adult","Louisiana",284,169697,0.167357112971944,332871,0.085318336532771,"LA"
"Thai","Well","Adult","Michigan",284,169697,0.167357112971944,945842,0.0300261565885211,"MI"
"Turkish","Not at all","Adult","Texas",284,153435,0.185094665493531,9497841,0.0029901532358775,"TX"
"Wolof","Very well","Youth","Kentucky",284,25431,1.11674727694546,247638,0.114683529991358,"KY"
"Afrikaans","Very well","Adult","Connecticut",283,32386,0.873834372877169,761163,0.0371799470021533,"CT"
"Akan (incl. Twi)","Very well","Senior","Illinois",283,139448,0.202943032528254,2824136,0.0100207638725614,"IL"
"Arabic","Not at all","Adult","Louisiana",283,1335142,0.0211962472905504,332871,0.0850179198548387,"LA"
"Czech","Very well","Youth","Arizona",283,42561,0.664927985714621,1786775,0.0158385918764254,"AZ"
"German","Not well","Adult","Nebraska",283,860426,0.0328906843819224,219892,0.128699543412221,"NE"
"Hindi","Very well","Senior","Kentucky",283,871964,0.0324554683450234,247638,0.11427971474491,"KY"
"Italian","Well","Adult","Washington",283,548085,0.0516343267923771,1465617,0.0193092738416653,"WA"
"Jamaican Creole English","Very well","Youth","Maryland",283,75404,0.375311654554135,1126130,0.0251303135517214,"MD"
"Mandarin","Well","Youth","Maryland",283,739644,0.0382616501992851,1126130,0.0251303135517214,"MD"
"Norwegian","Very well","Adult","New Jersey",283,27667,1.02287924241877,2786732,0.0101552643024159,"NJ"
"Other Central and South American languages","Very well","Youth","Florida",283,34080,0.830399061032864,6032018,0.00469163056211039,"FL"
"Other English-based Creole languages","Very well","Adult","Arizona",283,54689,0.517471520781144,1786775,0.0158385918764254,"AZ"
"Polish","Very well","Senior","Georgia",283,526389,0.0537625216332408,1423123,0.0198858426151499,"GA"
"Serbian","Not well","Adult","Ohio",283,82594,0.342639901203477,822102,0.0344239522589654,"OH"
"Slovak","Very well","Senior","Georgia",283,21707,1.30372690837057,1423123,0.0198858426151499,"GA"
"Thai","Not well","Adult","North Carolina",283,169697,0.166767827362888,1177461,0.0240347663319634,"NC"
"Bengali","Very well","Senior","Illinois",282,375910,0.0750179564257402,2824136,0.00998535481294102,"IL"
"Bengali","Well","Adult","Missouri",282,375910,0.0750179564257402,358897,0.0785740755704283,"MO"
"Bosnian","Not at all","Senior","Michigan",282,108100,0.260869565217391,945842,0.0298147047815597,"MI"
