"household_language","state","speakers","total_speakers_by_language","percent_speakers","total_speakers_by_state","percent_speakers_by_state"
"Ga","New York",3146,16800,18.73,17870301,0.02
"Ga","North Carolina",356,16800,2.12,9147135,0
"Ga","North Dakota",0,16800,0,691239,0
"Ga","Ohio",494,16800,2.94,10674943,0
"Ga","Oklahoma",216,16800,1.29,3496942,0.01
"Ga","Oregon",208,16800,1.24,3856566,0.01
"Ga","Pennsylvania",780,16800,4.64,11689113,0.01
"Ga","Rhode Island",0,16800,0,966639,0
"Ga","South Carolina",0,16800,0,4451500,0
"Ga","South Dakota",0,16800,0,780990,0
"Ga","Tennessee",22,16800,0.13,6096043,0
"Ga","Texas",460,16800,2.74,25732230,0
"Ga","Utah",0,16800,0,2890269,0
"Ga","Vermont",15,16800,0.09,563783,0
"Ga","Virginia",1145,16800,6.82,7632032,0.02
"Ga","Washington",28,16800,0.17,6985060,0
"Ga","West Virginia",0,16800,0,1562854,0
"Ga","Wisconsin",0,16800,0,5356572,0
"Ga","Wyoming",0,16800,0,516070,0
"Gbe languages","Alabama",37,19004,0.19,4273154,0
"Gbe languages","Alaska",6,19004,0.03,643509,0
"Gbe languages","Arizona",204,19004,1.07,6481034,0
"Gbe languages","Arkansas",0,19004,0,2656747,0
"Gbe languages","California",679,19004,3.57,34885769,0
"Gbe languages","Colorado",152,19004,0.8,5205618,0
"Gbe languages","Connecticut",204,19004,1.07,3243543,0.01
"Gbe languages","Delaware",169,19004,0.89,868386,0.02
"Gbe languages","District of Columbia",29,19004,0.15,586792,0
"Gbe languages","Florida",97,19004,0.51,18666465,0
"Gbe languages","Georgia",1300,19004,6.84,9270184,0.01
"Gbe languages","Hawaii",0,19004,0,1268826,0
"Gbe languages","Idaho",0,19004,0,1608055,0
"Gbe languages","Illinois",1550,19004,8.16,11513071,0.01
"Gbe languages","Indiana",72,19004,0.38,6051758,0
"Gbe languages","Iowa",60,19004,0.32,2869061,0
"Gbe languages","Kansas",0,19004,0,2631827,0
"Gbe languages","Kentucky",644,19004,3.39,3999146,0.02
"Gbe languages","Louisiana",88,19004,0.46,3954844,0
"Gbe languages","Maine",0,19004,0,1231579,0
"Gbe languages","Maryland",1933,19004,10.17,5533146,0.03
"Gbe languages","Massachusetts",523,19004,2.75,6355905,0.01
"Gbe languages","Michigan",388,19004,2.04,9080289,0
"Gbe languages","Minnesota",1631,19004,8.58,5150715,0.03
"Gbe languages","Mississippi",0,19004,0,2541044,0
"Gbe languages","Missouri",67,19004,0.35,5508462,0
"Gbe languages","Montana",0,19004,0,952635,0
"Gbe languages","Nebraska",466,19004,2.45,1776556,0.03
"Gbe languages","Nevada",0,19004,0,2744626,0
"Gbe languages","New Hampshire",0,19004,0,1234766,0
"Gbe languages","New Jersey",1180,19004,6.21,8410259,0.01
"Gbe languages","New Mexico",37,19004,0.19,1800441,0
"Gbe languages","New York",3109,19004,16.36,17870301,0.02
"Gbe languages","North Carolina",466,19004,2.45,9147135,0.01
"Gbe languages","North Dakota",0,19004,0,691239,0
"Gbe languages","Ohio",310,19004,1.63,10674943,0
"Gbe languages","Oklahoma",0,19004,0,3496942,0
"Gbe languages","Oregon",7,19004,0.04,3856566,0
"Gbe languages","Pennsylvania",731,19004,3.85,11689113,0.01
"Gbe languages","Rhode Island",22,19004,0.12,966639,0
"Gbe languages","South Carolina",45,19004,0.24,4451500,0
"Gbe languages","South Dakota",0,19004,0,780990,0
"Gbe languages","Tennessee",201,19004,1.06,6096043,0
"Gbe languages","Texas",1026,19004,5.4,25732230,0
"Gbe languages","Utah",0,19004,0,2890269,0
"Gbe languages","Vermont",0,19004,0,563783,0
"Gbe languages","Virginia",1313,19004,6.91,7632032,0.02
"Gbe languages","Washington",212,19004,1.12,6985060,0
"Gbe languages","West Virginia",0,19004,0,1562854,0
"Gbe languages","Wisconsin",46,19004,0.24,5356572,0
"Gbe languages","Wyoming",0,19004,0,516070,0
"Yoruba","Alabama",298,232557,0.13,4273154,0.01
"Yoruba","Alaska",0,232557,0,643509,0
"Yoruba","Arizona",889,232557,0.38,6481034,0.01
"Yoruba","Arkansas",116,232557,0.05,2656747,0
"Yoruba","California",11356,232557,4.88,34885769,0.03
"Yoruba","Colorado",1313,232557,0.56,5205618,0.03
"Yoruba","Connecticut",916,232557,0.39,3243543,0.03
"Yoruba","Delaware",1633,232557,0.7,868386,0.19
"Yoruba","District of Columbia",797,232557,0.34,586792,0.14
"Yoruba","Florida",5477,232557,2.36,18666465,0.03
"Yoruba","Georgia",17547,232557,7.55,9270184,0.19
"Yoruba","Hawaii",56,232557,0.02,1268826,0
"Yoruba","Idaho",0,232557,0,1608055,0
"Yoruba","Illinois",14116,232557,6.07,11513071,0.12
"Yoruba","Indiana",8410,232557,3.62,6051758,0.14
"Yoruba","Iowa",84,232557,0.04,2869061,0
"Yoruba","Kansas",748,232557,0.32,2631827,0.03
"Yoruba","Kentucky",1048,232557,0.45,3999146,0.03
"Yoruba","Louisiana",879,232557,0.38,3954844,0.02
"Yoruba","Maine",0,232557,0,1231579,0
"Yoruba","Maryland",35242,232557,15.15,5533146,0.64
"Yoruba","Massachusetts",4335,232557,1.86,6355905,0.07
"Yoruba","Michigan",2519,232557,1.08,9080289,0.03
"Yoruba","Minnesota",4652,232557,2,5150715,0.09
"Yoruba","Mississippi",82,232557,0.04,2541044,0
"Yoruba","Missouri",2565,232557,1.1,5508462,0.05
"Yoruba","Montana",0,232557,0,952635,0
"Yoruba","Nebraska",110,232557,0.05,1776556,0.01
"Yoruba","Nevada",829,232557,0.36,2744626,0.03
"Yoruba","New Hampshire",128,232557,0.06,1234766,0.01
"Yoruba","New Jersey",13980,232557,6.01,8410259,0.17
"Yoruba","New Mexico",448,232557,0.19,1800441,0.02
"Yoruba","New York",23240,232557,9.99,17870301,0.13
"Yoruba","North Carolina",3101,232557,1.33,9147135,0.03
"Yoruba","North Dakota",292,232557,0.13,691239,0.04
"Yoruba","Ohio",4462,232557,1.92,10674943,0.04
"Yoruba","Oklahoma",736,232557,0.32,3496942,0.02
"Yoruba","Oregon",377,232557,0.16,3856566,0.01
"Yoruba","Pennsylvania",7073,232557,3.04,11689113,0.06
"Yoruba","Rhode Island",2453,232557,1.05,966639,0.25
"Yoruba","South Carolina",988,232557,0.42,4451500,0.02
"Yoruba","South Dakota",0,232557,0,780990,0
"Yoruba","Tennessee",3258,232557,1.4,6096043,0.05
"Yoruba","Texas",48816,232557,20.99,25732230,0.19
"Yoruba","Utah",280,232557,0.12,2890269,0.01
"Yoruba","Vermont",0,232557,0,563783,0
"Yoruba","Virginia",4546,232557,1.95,7632032,0.06
"Yoruba","Washington",1204,232557,0.52,6985060,0.02
"Yoruba","West Virginia",102,232557,0.04,1562854,0.01
"Yoruba","Wisconsin",892,232557,0.38,5356572,0.02
"Yoruba","Wyoming",164,232557,0.07,516070,0.03
"Edoid languages","Alabama",34,26699,0.13,4273154,0
"Edoid languages","Alaska",0,26699,0,643509,0
"Edoid languages","Arizona",165,26699,0.62,6481034,0
"Edoid languages","Arkansas",0,26699,0,2656747,0
"Edoid languages","California",2681,26699,10.04,34885769,0.01
"Edoid languages","Colorado",0,26699,0,5205618,0
"Edoid languages","Connecticut",158,26699,0.59,3243543,0
"Edoid languages","Delaware",0,26699,0,868386,0
"Edoid languages","District of Columbia",42,26699,0.16,586792,0.01
"Edoid languages","Florida",211,26699,0.79,18666465,0
"Edoid languages","Georgia",2300,26699,8.61,9270184,0.02
"Edoid languages","Hawaii",0,26699,0,1268826,0
"Edoid languages","Idaho",44,26699,0.16,1608055,0
"Edoid languages","Illinois",1158,26699,4.34,11513071,0.01
"Edoid languages","Indiana",381,26699,1.43,6051758,0.01
"Edoid languages","Iowa",0,26699,0,2869061,0
"Edoid languages","Kansas",0,26699,0,2631827,0
"Edoid languages","Kentucky",0,26699,0,3999146,0
"Edoid languages","Louisiana",46,26699,0.17,3954844,0
"Edoid languages","Maine",0,26699,0,1231579,0
"Edoid languages","Maryland",1563,26699,5.85,5533146,0.03
"Edoid languages","Massachusetts",1224,26699,4.58,6355905,0.02
"Edoid languages","Michigan",437,26699,1.64,9080289,0
"Edoid languages","Minnesota",719,26699,2.69,5150715,0.01
"Edoid languages","Mississippi",55,26699,0.21,2541044,0
"Edoid languages","Missouri",165,26699,0.62,5508462,0
"Edoid languages","Montana",0,26699,0,952635,0
"Edoid languages","Nebraska",0,26699,0,1776556,0
"Edoid languages","Nevada",76,26699,0.28,2744626,0
"Edoid languages","New Hampshire",0,26699,0,1234766,0
"Edoid languages","New Jersey",1073,26699,4.02,8410259,0.01
"Edoid languages","New Mexico",0,26699,0,1800441,0
"Edoid languages","New York",2634,26699,9.87,17870301,0.01
"Edoid languages","North Carolina",460,26699,1.72,9147135,0.01
"Edoid languages","North Dakota",0,26699,0,691239,0
"Edoid languages","Ohio",152,26699,0.57,10674943,0
"Edoid languages","Oklahoma",54,26699,0.2,3496942,0
"Edoid languages","Oregon",44,26699,0.16,3856566,0
"Edoid languages","Pennsylvania",275,26699,1.03,11689113,0
"Edoid languages","Rhode Island",236,26699,0.88,966639,0.02
"Edoid languages","South Carolina",60,26699,0.22,4451500,0
"Edoid languages","South Dakota",0,26699,0,780990,0
"Edoid languages","Tennessee",672,26699,2.52,6096043,0.01
"Edoid languages","Texas",9012,26699,33.75,25732230,0.04
"Edoid languages","Utah",0,26699,0,2890269,0
"Edoid languages","Vermont",0,26699,0,563783,0
"Edoid languages","Virginia",445,26699,1.67,7632032,0.01
"Edoid languages","Washington",123,26699,0.46,6985060,0
"Edoid languages","West Virginia",0,26699,0,1562854,0
"Edoid languages","Wisconsin",0,26699,0,5356572,0
"Edoid languages","Wyoming",0,26699,0,516070,0
"Igbo","Alabama",325,151099,0.22,4273154,0.01
"Igbo","Alaska",24,151099,0.02,643509,0
"Igbo","Arizona",1749,151099,1.16,6481034,0.03
"Igbo","Arkansas",535,151099,0.35,2656747,0.02
"Igbo","California",16502,151099,10.92,34885769,0.05
"Igbo","Colorado",2173,151099,1.44,5205618,0.04
"Igbo","Connecticut",1240,151099,0.82,3243543,0.04
"Igbo","Delaware",387,151099,0.26,868386,0.04
"Igbo","District of Columbia",990,151099,0.66,586792,0.17
"Igbo","Florida",4315,151099,2.86,18666465,0.02
"Igbo","Georgia",7545,151099,4.99,9270184,0.08
"Igbo","Hawaii",0,151099,0,1268826,0
"Igbo","Idaho",0,151099,0,1608055,0
"Igbo","Illinois",6450,151099,4.27,11513071,0.06
"Igbo","Indiana",910,151099,0.6,6051758,0.02
"Igbo","Iowa",141,151099,0.09,2869061,0
"Igbo","Kansas",383,151099,0.25,2631827,0.01
"Igbo","Kentucky",375,151099,0.25,3999146,0.01
"Igbo","Louisiana",860,151099,0.57,3954844,0.02
"Igbo","Maine",162,151099,0.11,1231579,0.01
"Igbo","Maryland",15568,151099,10.3,5533146,0.28
"Igbo","Massachusetts",5825,151099,3.86,6355905,0.09
"Igbo","Michigan",2632,151099,1.74,9080289,0.03
"Igbo","Minnesota",2482,151099,1.64,5150715,0.05
"Igbo","Mississippi",248,151099,0.16,2541044,0.01
"Igbo","Missouri",1248,151099,0.83,5508462,0.02
"Igbo","Montana",31,151099,0.02,952635,0
"Igbo","Nebraska",66,151099,0.04,1776556,0
"Igbo","Nevada",573,151099,0.38,2744626,0.02
"Igbo","New Hampshire",112,151099,0.07,1234766,0.01
"Igbo","New Jersey",11618,151099,7.69,8410259,0.14
"Igbo","New Mexico",313,151099,0.21,1800441,0.02
"Igbo","New York",12007,151099,7.95,17870301,0.07
"Igbo","North Carolina",4279,151099,2.83,9147135,0.05
"Igbo","North Dakota",233,151099,0.15,691239,0.03
"Igbo","Ohio",1554,151099,1.03,10674943,0.01
"Igbo","Oklahoma",596,151099,0.39,3496942,0.02
"Igbo","Oregon",1256,151099,0.83,3856566,0.03
"Igbo","Pennsylvania",2946,151099,1.95,11689113,0.03
"Igbo","Rhode Island",0,151099,0,966639,0
"Igbo","South Carolina",582,151099,0.39,4451500,0.01
"Igbo","South Dakota",0,151099,0,780990,0
"Igbo","Tennessee",1202,151099,0.8,6096043,0.02
"Igbo","Texas",36240,151099,23.98,25732230,0.14
"Igbo","Utah",56,151099,0.04,2890269,0
"Igbo","Vermont",304,151099,0.2,563783,0.05
"Igbo","Virginia",1862,151099,1.23,7632032,0.02
"Igbo","Washington",1768,151099,1.17,6985060,0.03
"Igbo","West Virginia",30,151099,0.02,1562854,0
"Igbo","Wisconsin",304,151099,0.2,5356572,0.01
"Igbo","Wyoming",98,151099,0.06,516070,0.02
"Other Niger-Congo languages","Alabama",275,58204,0.47,4273154,0.01
"Other Niger-Congo languages","Alaska",48,58204,0.08,643509,0.01
"Other Niger-Congo languages","Arizona",1457,58204,2.5,6481034,0.02
"Other Niger-Congo languages","Arkansas",0,58204,0,2656747,0
"Other Niger-Congo languages","California",2576,58204,4.43,34885769,0.01
"Other Niger-Congo languages","Colorado",370,58204,0.64,5205618,0.01
"Other Niger-Congo languages","Connecticut",1631,58204,2.8,3243543,0.05
"Other Niger-Congo languages","Delaware",95,58204,0.16,868386,0.01
"Other Niger-Congo languages","District of Columbia",29,58204,0.05,586792,0
"Other Niger-Congo languages","Florida",1392,58204,2.39,18666465,0.01
"Other Niger-Congo languages","Georgia",1874,58204,3.22,9270184,0.02
"Other Niger-Congo languages","Hawaii",110,58204,0.19,1268826,0.01
"Other Niger-Congo languages","Idaho",212,58204,0.36,1608055,0.01
"Other Niger-Congo languages","Illinois",1223,58204,2.1,11513071,0.01
"Other Niger-Congo languages","Indiana",201,58204,0.35,6051758,0
"Other Niger-Congo languages","Iowa",696,58204,1.2,2869061,0.02
"Other Niger-Congo languages","Kansas",14,58204,0.02,2631827,0
"Other Niger-Congo languages","Kentucky",665,58204,1.14,3999146,0.02
"Other Niger-Congo languages","Louisiana",102,58204,0.18,3954844,0
"Other Niger-Congo languages","Maine",45,58204,0.08,1231579,0
"Other Niger-Congo languages","Maryland",5966,58204,10.25,5533146,0.11
"Other Niger-Congo languages","Massachusetts",2085,58204,3.58,6355905,0.03
"Other Niger-Congo languages","Michigan",868,58204,1.49,9080289,0.01
"Other Niger-Congo languages","Minnesota",5242,58204,9.01,5150715,0.1
"Other Niger-Congo languages","Mississippi",0,58204,0,2541044,0
"Other Niger-Congo languages","Missouri",375,58204,0.64,5508462,0.01
"Other Niger-Congo languages","Montana",0,58204,0,952635,0
"Other Niger-Congo languages","Nebraska",66,58204,0.11,1776556,0
"Other Niger-Congo languages","Nevada",244,58204,0.42,2744626,0.01
"Other Niger-Congo languages","New Hampshire",67,58204,0.12,1234766,0.01
"Other Niger-Congo languages","New Jersey",3054,58204,5.25,8410259,0.04
"Other Niger-Congo languages","New Mexico",63,58204,0.11,1800441,0
"Other Niger-Congo languages","New York",6924,58204,11.9,17870301,0.04
"Other Niger-Congo languages","North Carolina",3092,58204,5.31,9147135,0.03
"Other Niger-Congo languages","North Dakota",43,58204,0.07,691239,0.01
"Other Niger-Congo languages","Ohio",1034,58204,1.78,10674943,0.01
"Other Niger-Congo languages","Oklahoma",660,58204,1.13,3496942,0.02
"Other Niger-Congo languages","Oregon",252,58204,0.43,3856566,0.01
"Other Niger-Congo languages","Pennsylvania",2940,58204,5.05,11689113,0.03
"Other Niger-Congo languages","Rhode Island",848,58204,1.46,966639,0.09
"Other Niger-Congo languages","South Carolina",334,58204,0.57,4451500,0.01
"Other Niger-Congo languages","South Dakota",952,58204,1.64,780990,0.12
"Other Niger-Congo languages","Tennessee",1257,58204,2.16,6096043,0.02
"Other Niger-Congo languages","Texas",6092,58204,10.47,25732230,0.02
"Other Niger-Congo languages","Utah",175,58204,0.3,2890269,0.01
"Other Niger-Congo languages","Vermont",0,58204,0,563783,0
"Other Niger-Congo languages","Virginia",1715,58204,2.95,7632032,0.02
"Other Niger-Congo languages","Washington",453,58204,0.78,6985060,0.01
"Other Niger-Congo languages","West Virginia",10,58204,0.02,1562854,0
"Other Niger-Congo languages","Wisconsin",371,58204,0.64,5356572,0.01
"Other Niger-Congo languages","Wyoming",7,58204,0.01,516070,0
"Other languages of Africa","Alabama",1125,48107,2.34,4273154,0.03
"Other languages of Africa","Alaska",352,48107,0.73,643509,0.05
"Other languages of Africa","Arizona",1994,48107,4.14,6481034,0.03
"Other languages of Africa","Arkansas",49,48107,0.1,2656747,0
"Other languages of Africa","California",3870,48107,8.04,34885769,0.01
"Other languages of Africa","Colorado",232,48107,0.48,5205618,0
"Other languages of Africa","Connecticut",431,48107,0.9,3243543,0.01
"Other languages of Africa","Delaware",425,48107,0.88,868386,0.05
"Other languages of Africa","District of Columbia",124,48107,0.26,586792,0.02
"Other languages of Africa","Florida",1496,48107,3.11,18666465,0.01
"Other languages of Africa","Georgia",1910,48107,3.97,9270184,0.02
"Other languages of Africa","Hawaii",0,48107,0,1268826,0
"Other languages of Africa","Idaho",0,48107,0,1608055,0
"Other languages of Africa","Illinois",3101,48107,6.45,11513071,0.03
"Other languages of Africa","Indiana",2153,48107,4.48,6051758,0.04
"Other languages of Africa","Iowa",0,48107,0,2869061,0
"Other languages of Africa","Kansas",0,48107,0,2631827,0
"Other languages of Africa","Kentucky",277,48107,0.58,3999146,0.01
"Other languages of Africa","Louisiana",36,48107,0.07,3954844,0
"Other languages of Africa","Maine",0,48107,0,1231579,0
"Other languages of Africa","Maryland",1276,48107,2.65,5533146,0.02
"Other languages of Africa","Massachusetts",866,48107,1.8,6355905,0.01
"Other languages of Africa","Michigan",131,48107,0.27,9080289,0
"Other languages of Africa","Minnesota",1677,48107,3.49,5150715,0.03
"Other languages of Africa","Mississippi",494,48107,1.03,2541044,0.02
"Other languages of Africa","Missouri",455,48107,0.95,5508462,0.01
"Other languages of Africa","Montana",0,48107,0,952635,0
"Other languages of Africa","Nebraska",1214,48107,2.52,1776556,0.07
"Other languages of Africa","Nevada",29,48107,0.06,2744626,0
"Other languages of Africa","New Hampshire",299,48107,0.62,1234766,0.02
"Other languages of Africa","New Jersey",2892,48107,6.01,8410259,0.03
"Other languages of Africa","New Mexico",267,48107,0.56,1800441,0.01
"Other languages of Africa","New York",4649,48107,9.66,17870301,0.03
"Other languages of Africa","North Carolina",794,48107,1.65,9147135,0.01
"Other languages of Africa","North Dakota",227,48107,0.47,691239,0.03
"Other languages of Africa","Ohio",356,48107,0.74,10674943,0
"Other languages of Africa","Oklahoma",278,48107,0.58,3496942,0.01
"Other languages of Africa","Oregon",255,48107,0.53,3856566,0.01
"Other languages of Africa","Pennsylvania",1240,48107,2.58,11689113,0.01
"Other languages of Africa","Rhode Island",573,48107,1.19,966639,0.06
"Other languages of Africa","South Carolina",630,48107,1.31,4451500,0.01
"Other languages of Africa","South Dakota",112,48107,0.23,780990,0.01
"Other languages of Africa","Tennessee",956,48107,1.99,6096043,0.02
"Other languages of Africa","Texas",7524,48107,15.64,25732230,0.03
"Other languages of Africa","Utah",328,48107,0.68,2890269,0.01
"Other languages of Africa","Vermont",0,48107,0,563783,0
"Other languages of Africa","Virginia",1603,48107,3.33,7632032,0.02
"Other languages of Africa","Washington",544,48107,1.13,6985060,0.01
"Other languages of Africa","West Virginia",215,48107,0.45,1562854,0.01
"Other languages of Africa","Wisconsin",648,48107,1.35,5356572,0.01
"Other languages of Africa","Wyoming",0,48107,0,516070,0
"Aleut languages","Alabama",0,41716,0,4273154,0
"Aleut languages","Alaska",39493,41716,94.67,643509,6.14
"Aleut languages","Arizona",71,41716,0.17,6481034,0
"Aleut languages","Arkansas",0,41716,0,2656747,0
"Aleut languages","California",475,41716,1.14,34885769,0
"Aleut languages","Colorado",93,41716,0.22,5205618,0
"Aleut languages","Connecticut",0,41716,0,3243543,0
"Aleut languages","Delaware",0,41716,0,868386,0
"Aleut languages","District of Columbia",0,41716,0,586792,0
"Aleut languages","Florida",14,41716,0.03,18666465,0
"Aleut languages","Georgia",99,41716,0.24,9270184,0
"Aleut languages","Hawaii",25,41716,0.06,1268826,0
"Aleut languages","Idaho",5,41716,0.01,1608055,0
"Aleut languages","Illinois",6,41716,0.01,11513071,0
"Aleut languages","Indiana",0,41716,0,6051758,0
"Aleut languages","Iowa",36,41716,0.09,2869061,0
"Aleut languages","Kansas",0,41716,0,2631827,0
"Aleut languages","Kentucky",72,41716,0.17,3999146,0
"Aleut languages","Louisiana",0,41716,0,3954844,0
"Aleut languages","Maine",0,41716,0,1231579,0
"Aleut languages","Maryland",0,41716,0,5533146,0
"Aleut languages","Massachusetts",0,41716,0,6355905,0
"Aleut languages","Michigan",10,41716,0.02,9080289,0
"Aleut languages","Minnesota",50,41716,0.12,5150715,0
"Aleut languages","Mississippi",0,41716,0,2541044,0
"Aleut languages","Missouri",174,41716,0.42,5508462,0
"Aleut languages","Montana",0,41716,0,952635,0
"Aleut languages","Nebraska",0,41716,0,1776556,0
"Aleut languages","Nevada",0,41716,0,2744626,0
"Aleut languages","New Hampshire",0,41716,0,1234766,0
"Aleut languages","New Jersey",0,41716,0,8410259,0
"Aleut languages","New Mexico",0,41716,0,1800441,0
"Aleut languages","New York",162,41716,0.39,17870301,0
"Aleut languages","North Carolina",0,41716,0,9147135,0
"Aleut languages","North Dakota",0,41716,0,691239,0
"Aleut languages","Ohio",0,41716,0,10674943,0
"Aleut languages","Oklahoma",0,41716,0,3496942,0
"Aleut languages","Oregon",0,41716,0,3856566,0
"Aleut languages","Pennsylvania",8,41716,0.02,11689113,0
"Aleut languages","Rhode Island",0,41716,0,966639,0
"Aleut languages","South Carolina",12,41716,0.03,4451500,0
"Aleut languages","South Dakota",40,41716,0.1,780990,0.01
"Aleut languages","Tennessee",64,41716,0.15,6096043,0
"Aleut languages","Texas",152,41716,0.36,25732230,0
"Aleut languages","Utah",0,41716,0,2890269,0
"Aleut languages","Vermont",0,41716,0,563783,0
"Aleut languages","Virginia",0,41716,0,7632032,0
"Aleut languages","Washington",527,41716,1.26,6985060,0.01
"Aleut languages","West Virginia",22,41716,0.05,1562854,0
"Aleut languages","Wisconsin",106,41716,0.25,5356572,0
"Aleut languages","Wyoming",0,41716,0,516070,0
"Ojibwa","Alabama",0,22403,0,4273154,0
"Ojibwa","Alaska",6,22403,0.03,643509,0
"Ojibwa","Arizona",355,22403,1.58,6481034,0.01
"Ojibwa","Arkansas",0,22403,0,2656747,0
"Ojibwa","California",1569,22403,7,34885769,0
"Ojibwa","Colorado",139,22403,0.62,5205618,0
"Ojibwa","Connecticut",746,22403,3.33,3243543,0.02
"Ojibwa","Delaware",0,22403,0,868386,0
"Ojibwa","District of Columbia",0,22403,0,586792,0
"Ojibwa","Florida",122,22403,0.54,18666465,0
"Ojibwa","Georgia",335,22403,1.5,9270184,0
"Ojibwa","Hawaii",0,22403,0,1268826,0
"Ojibwa","Idaho",0,22403,0,1608055,0
"Ojibwa","Illinois",498,22403,2.22,11513071,0
"Ojibwa","Indiana",55,22403,0.25,6051758,0
"Ojibwa","Iowa",0,22403,0,2869061,0
"Ojibwa","Kansas",0,22403,0,2631827,0
"Ojibwa","Kentucky",0,22403,0,3999146,0
"Ojibwa","Louisiana",0,22403,0,3954844,0
"Ojibwa","Maine",0,22403,0,1231579,0
"Ojibwa","Maryland",412,22403,1.84,5533146,0.01
"Ojibwa","Massachusetts",114,22403,0.51,6355905,0
"Ojibwa","Michigan",2452,22403,10.94,9080289,0.03
"Ojibwa","Minnesota",9078,22403,40.52,5150715,0.18
"Ojibwa","Mississippi",0,22403,0,2541044,0
"Ojibwa","Missouri",80,22403,0.36,5508462,0
"Ojibwa","Montana",45,22403,0.2,952635,0
"Ojibwa","Nebraska",0,22403,0,1776556,0
"Ojibwa","Nevada",91,22403,0.41,2744626,0
"Ojibwa","New Hampshire",336,22403,1.5,1234766,0.03
"Ojibwa","New Jersey",979,22403,4.37,8410259,0.01
"Ojibwa","New Mexico",147,22403,0.66,1800441,0.01
"Ojibwa","New York",182,22403,0.81,17870301,0
"Ojibwa","North Carolina",213,22403,0.95,9147135,0
"Ojibwa","North Dakota",179,22403,0.8,691239,0.03
"Ojibwa","Ohio",477,22403,2.13,10674943,0
"Ojibwa","Oklahoma",40,22403,0.18,3496942,0
"Ojibwa","Oregon",0,22403,0,3856566,0
"Ojibwa","Pennsylvania",38,22403,0.17,11689113,0
"Ojibwa","Rhode Island",0,22403,0,966639,0
"Ojibwa","South Carolina",28,22403,0.12,4451500,0
"Ojibwa","South Dakota",50,22403,0.22,780990,0.01
"Ojibwa","Tennessee",0,22403,0,6096043,0
"Ojibwa","Texas",861,22403,3.84,25732230,0
"Ojibwa","Utah",0,22403,0,2890269,0
"Ojibwa","Vermont",0,22403,0,563783,0
"Ojibwa","Virginia",271,22403,1.21,7632032,0
"Ojibwa","Washington",297,22403,1.33,6985060,0
"Ojibwa","West Virginia",0,22403,0,1562854,0
"Ojibwa","Wisconsin",2174,22403,9.7,5356572,0.04
"Ojibwa","Wyoming",34,22403,0.15,516070,0.01
"Apache languages","Alabama",0,22398,0,4273154,0
"Apache languages","Alaska",0,22398,0,643509,0
"Apache languages","Arizona",18917,22398,84.46,6481034,0.29
"Apache languages","Arkansas",0,22398,0,2656747,0
"Apache languages","California",38,22398,0.17,34885769,0
"Apache languages","Colorado",86,22398,0.38,5205618,0
"Apache languages","Connecticut",0,22398,0,3243543,0
"Apache languages","Delaware",0,22398,0,868386,0
"Apache languages","District of Columbia",0,22398,0,586792,0
"Apache languages","Florida",47,22398,0.21,18666465,0
"Apache languages","Georgia",0,22398,0,9270184,0
"Apache languages","Hawaii",0,22398,0,1268826,0
"Apache languages","Idaho",79,22398,0.35,1608055,0
"Apache languages","Illinois",0,22398,0,11513071,0
"Apache languages","Indiana",0,22398,0,6051758,0
"Apache languages","Iowa",15,22398,0.07,2869061,0
"Apache languages","Kansas",0,22398,0,2631827,0
"Apache languages","Kentucky",0,22398,0,3999146,0
"Apache languages","Louisiana",1,22398,0,3954844,0
"Apache languages","Maine",0,22398,0,1231579,0
"Apache languages","Maryland",45,22398,0.2,5533146,0
"Apache languages","Massachusetts",14,22398,0.06,6355905,0
"Apache languages","Michigan",15,22398,0.07,9080289,0
"Apache languages","Minnesota",0,22398,0,5150715,0
"Apache languages","Mississippi",0,22398,0,2541044,0
"Apache languages","Missouri",0,22398,0,5508462,0
"Apache languages","Montana",0,22398,0,952635,0
"Apache languages","Nebraska",0,22398,0,1776556,0
"Apache languages","Nevada",0,22398,0,2744626,0
"Apache languages","New Hampshire",0,22398,0,1234766,0
"Apache languages","New Jersey",0,22398,0,8410259,0
"Apache languages","New Mexico",2320,22398,10.36,1800441,0.13
"Apache languages","New York",0,22398,0,17870301,0
"Apache languages","North Carolina",0,22398,0,9147135,0
"Apache languages","North Dakota",0,22398,0,691239,0
"Apache languages","Ohio",33,22398,0.15,10674943,0
"Apache languages","Oklahoma",140,22398,0.63,3496942,0
"Apache languages","Oregon",42,22398,0.19,3856566,0
"Apache languages","Pennsylvania",0,22398,0,11689113,0
"Apache languages","Rhode Island",0,22398,0,966639,0
"Apache languages","South Carolina",42,22398,0.19,4451500,0
"Apache languages","South Dakota",0,22398,0,780990,0
"Apache languages","Tennessee",0,22398,0,6096043,0
"Apache languages","Texas",72,22398,0.32,25732230,0
"Apache languages","Utah",0,22398,0,2890269,0
"Apache languages","Vermont",0,22398,0,563783,0
"Apache languages","Virginia",60,22398,0.27,7632032,0
"Apache languages","Washington",399,22398,1.78,6985060,0.01
"Apache languages","West Virginia",0,22398,0,1562854,0
"Apache languages","Wisconsin",33,22398,0.15,5356572,0
"Apache languages","Wyoming",0,22398,0,516070,0
"Navajo","Alabama",220,208281,0.11,4273154,0.01
"Navajo","Alaska",84,208281,0.04,643509,0.01
"Navajo","Arizona",104173,208281,50.02,6481034,1.61
"Navajo","Arkansas",2,208281,0,2656747,0
